Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE,District 28 Estimate,District 28 MOE,District 29 Estimate,District 29 MOE,District 30 Estimate,District 30 MOE,District 31 Estimate,District 31 MOE,District 32 Estimate,District 32 MOE,District 33 Estimate,District 33 MOE,District 34 Estimate,District 34 MOE,District 35 Estimate,District 35 MOE,District 36 Estimate,District 36 MOE
Workers,Employment Status,Unemployment Rate,7.2,(+/- 1.0 ),5.2,(+/- 0.7 ),3.9,(+/- 0.6 ),5.8,(+/- 0.8 ),5.2,(+/- 0.7 ),4.5,(+/- 0.7 ),4.8,(+/- 0.6 ),4.7,(+/- 0.7 ),7.9,(+/- 1.1 ),5.3,(+/- 0.7 ),6.7,(+/- 1.0 ),4.8,(+/- 0.7 ),4.7,(+/- 0.7 ),6.3,(+/- 0.8 ),6.2,(+/- 0.7 ),5.7,(+/- 0.7 ),4.6,(+/- 0.5 ),8.1,(+/- 0.9 ),4.8,(+/- 0.6 ),6.5,(+/- 0.7 ),3.8,(+/- 0.6 ),6.2,(+/- 0.9 ),6.7,(+/- 0.8 ),3.4,(+/- 0.5 ),4.8,(+/- 0.5 ),3.9,(+/- 0.6 ),5.5,(+/- 0.6 ),7.5,(+/- 1.0 ),6.5,(+/- 0.7 ),6.0,(+/- 0.8 ),6.0,(+/- 0.9 ),4.4,(+/- 0.6 ),5.4,(+/- 0.8 ),7.3,(+/- 0.9 ),4.9,(+/- 0.6 ),7.3,(+/- 0.8 )
Workers,Commuting to Work,Workers 16 years and over,290986,(+/- 6190 ),396645,(+/- 15002 ),430397,(+/- 6024 ),316135,(+/- 5767 ),329223,(+/- 8702 ),377531,(+/- 9556 ),391743,(+/- 15162 ),359291,(+/- 9197 ),370583,(+/- 11747 ),402488,(+/- 12300 ),335853,(+/- 6034 ),372961,(+/- 9778 ),318512,(+/- 6348 ),326840,(+/- 7149 ),295920,(+/- 8450 ),318262,(+/- 7656 ),359289,(+/- 8816 ),351810,(+/- 12252 ),321676,(+/- 6512 ),369279,(+/- 11753 ),413568,(+/- 10980 ),410261,(+/- 10917 ),318923,(+/- 10381 ),439483,(+/- 11608 ),358938,(+/- 9319 ),437523,(+/- 9095 ),331387,(+/- 6295 ),280085,(+/- 9823 ),324882,(+/- 11454 ),336274,(+/- 9837 ),400519,(+/- 7218 ),397072,(+/- 9105 ),330347,(+/- 11949 ),266000,(+/- 8319 ),394201,(+/- 12691 ),308145,(+/- 10021 )
Workers,Commuting to Work,"Car, truck, or van -- drove alone",244706,(+/- 6040 ),323639,(+/- 13222 ),352074,(+/- 7331 ),258138,(+/- 5652 ),262406,(+/- 8683 ),316833,(+/- 7911 ),315497,(+/- 12996 ),294466,(+/- 9867 ),283561,(+/- 9976 ),319219,(+/- 11261 ),276962,(+/- 6513 ),307788,(+/- 9245 ),253789,(+/- 7072 ),277782,(+/- 6497 ),242184,(+/- 8541 ),257845,(+/- 8042 ),285027,(+/- 8018 ),276772,(+/- 11530 ),258152,(+/- 6436 ),287241,(+/- 11160 ),321944,(+/- 10955 ),341301,(+/- 10069 ),256380,(+/- 9815 ),356194,(+/- 10462 ),280335,(+/- 8913 ),350500,(+/- 7639 ),273202,(+/- 7311 ),226718,(+/- 8649 ),258331,(+/- 10656 ),269696,(+/- 9008 ),326772,(+/- 7677 ),317438,(+/- 7616 ),245879,(+/- 10120 ),222916,(+/- 8301 ),294610,(+/- 10341 ),258601,(+/- 9439 )
Workers,Commuting to Work,"Car, truck, or van -- carpooled",28199,(+/- 2795 ),36090,(+/- 5294 ),27570,(+/- 3406 ),31975,(+/- 3241 ),41974,(+/- 4753 ),33405,(+/- 4121 ),34248,(+/- 4418 ),31734,(+/- 4212 ),49999,(+/- 6163 ),35352,(+/- 4025 ),35444,(+/- 3517 ),36377,(+/- 4162 ),40304,(+/- 3943 ),28685,(+/- 3838 ),23164,(+/- 3076 ),35200,(+/- 3976 ),39201,(+/- 4371 ),40200,(+/- 4811 ),40038,(+/- 3905 ),40465,(+/- 4418 ),34241,(+/- 4512 ),37329,(+/- 4262 ),34619,(+/- 4318 ),36012,(+/- 3640 ),25529,(+/- 3283 ),34315,(+/- 3475 ),33227,(+/- 3257 ),31151,(+/- 3517 ),39618,(+/- 4248 ),32911,(+/- 3962 ),37490,(+/- 4238 ),36886,(+/- 4492 ),61897,(+/- 4949 ),22601,(+/- 3323 ),53584,(+/- 5704 ),28215,(+/- 3140 )
Workers,Commuting to Work,Public transportation (excluding taxicab),219,(+/- 211 ),7451,(+/- 1868 ),5122,(+/- 1454 ),719,(+/- 491 ),3650,(+/- 1162 ),663,(+/- 331 ),9566,(+/- 2537 ),2563,(+/- 1036 ),12664,(+/- 2533 ),6997,(+/- 1359 ),877,(+/- 623 ),2082,(+/- 945 ),1414,(+/- 822 ),2405,(+/- 914 ),1078,(+/- 769 ),6002,(+/- 1615 ),4307,(+/- 1402 ),12428,(+/- 1805 ),2142,(+/- 835 ),9928,(+/- 1859 ),6294,(+/- 1650 ),5930,(+/- 1337 ),2083,(+/- 1005 ),7101,(+/- 1399 ),4896,(+/- 1538 ),3223,(+/- 1207 ),3772,(+/- 1100 ),2627,(+/- 1044 ),6524,(+/- 1483 ),10880,(+/- 1961 ),2673,(+/- 1004 ),9431,(+/- 1570 ),6408,(+/- 1387 ),1775,(+/- 993 ),16105,(+/- 2397 ),1386,(+/- 625 )
Workers,Commuting to Work,Walked,4125,(+/- 1214 ),6680,(+/- 1598 ),3780,(+/- 1238 ),4072,(+/- 1159 ),4206,(+/- 1023 ),5325,(+/- 1355 ),7213,(+/- 2069 ),3846,(+/- 1265 ),4712,(+/- 1468 ),5438,(+/- 1459 ),6440,(+/- 1618 ),4563,(+/- 1130 ),10315,(+/- 2024 ),4341,(+/- 1154 ),3552,(+/- 1288 ),5717,(+/- 1297 ),5870,(+/- 1581 ),5649,(+/- 1313 ),6059,(+/- 1300 ),9025,(+/- 1673 ),11428,(+/- 2397 ),2927,(+/- 1272 ),4932,(+/- 1442 ),5403,(+/- 1343 ),7825,(+/- 1734 ),4962,(+/- 1098 ),6263,(+/- 1771 ),6097,(+/- 1748 ),5541,(+/- 1268 ),6293,(+/- 1503 ),5721,(+/- 1328 ),5157,(+/- 1232 ),2410,(+/- 824 ),4896,(+/- 1399 ),6191,(+/- 1191 ),4180,(+/- 1190 )
Workers,Commuting to Work,Other means,2554,(+/- 957 ),4832,(+/- 1240 ),4641,(+/- 1102 ),6284,(+/- 1613 ),4011,(+/- 1548 ),3337,(+/- 1415 ),6632,(+/- 1682 ),5175,(+/- 1522 ),7495,(+/- 1974 ),4737,(+/- 1578 ),5163,(+/- 1494 ),2981,(+/- 797 ),3904,(+/- 1081 ),4482,(+/- 1196 ),10052,(+/- 2061 ),4702,(+/- 1245 ),6667,(+/- 1655 ),5954,(+/- 1639 ),4164,(+/- 1107 ),6696,(+/- 1957 ),8817,(+/- 2041 ),4874,(+/- 1396 ),5291,(+/- 1068 ),6082,(+/- 1387 ),5576,(+/- 1436 ),5570,(+/- 1304 ),3884,(+/- 1074 ),3757,(+/- 1085 ),7822,(+/- 1800 ),4974,(+/- 1394 ),2553,(+/- 722 ),4117,(+/- 1205 ),6893,(+/- 1960 ),6847,(+/- 1552 ),8979,(+/- 1983 ),5700,(+/- 1669 )
Workers,Commuting to Work,Worked at home,11183,(+/- 1835 ),17953,(+/- 2577 ),37210,(+/- 3316 ),14947,(+/- 2033 ),12976,(+/- 1804 ),17968,(+/- 2740 ),18587,(+/- 2477 ),21507,(+/- 4008 ),12152,(+/- 2834 ),30745,(+/- 3112 ),10967,(+/- 1794 ),19170,(+/- 2497 ),8786,(+/- 1608 ),9145,(+/- 1792 ),15890,(+/- 2554 ),8796,(+/- 1764 ),18217,(+/- 2709 ),10807,(+/- 2067 ),11121,(+/- 1821 ),15924,(+/- 1887 ),30844,(+/- 3611 ),17900,(+/- 3103 ),15618,(+/- 2485 ),28691,(+/- 2841 ),34777,(+/- 3598 ),38953,(+/- 3917 ),11039,(+/- 2207 ),9735,(+/- 1588 ),7046,(+/- 1726 ),11520,(+/- 2108 ),25310,(+/- 2984 ),24043,(+/- 2658 ),6860,(+/- 1552 ),6965,(+/- 1561 ),14732,(+/- 2347 ),10063,(+/- 1929 )
Workers,Commuting to Work,Mean travel time to work (minutes),22.8,(+/- 0.9 ),29.2,(+/- 0.6 ),28.2,(+/- 0.7 ),26.8,(+/- 0.8 ),31.1,(+/- 0.7 ),29.4,(+/- 0.9 ),28.4,(+/- 1.0 ),31.1,(+/- 0.8 ),29.6,(+/- 0.7 ),28.7,(+/- 0.8 ),20.8,(+/- 0.8 ),28.6,(+/- 0.8 ),18.6,(+/- 0.6 ),25.7,(+/- 0.9 ),22.8,(+/- 1.1 ),22.9,(+/- 0.8 ),21.3,(+/- 0.6 ),29.5,(+/- 0.8 ),18.1,(+/- 0.7 ),25.5,(+/- 0.7 ),26.2,(+/- 0.7 ),32.5,(+/- 0.8 ),26.8,(+/- 1.1 ),25.2,(+/- 0.6 ),26.4,(+/- 0.6 ),30.3,(+/- 0.7 ),21.4,(+/- 0.7 ),23.5,(+/- 0.7 ),29.2,(+/- 0.7 ),29.7,(+/- 0.8 ),25.1,(+/- 0.8 ),26.9,(+/- 0.5 ),27.1,(+/- 0.7 ),21.9,(+/- 0.8 ),26.7,(+/- 0.7 ),28.7,(+/- 0.9 )
Workers,Occupation,Civilian employed population 16 years and over,295210,(+/- 6695 ),403151,(+/- 15062 ),435134,(+/- 6193 ),321452,(+/- 5758 ),336020,(+/- 8544 ),384075,(+/- 9526 ),398270,(+/- 15209 ),365547,(+/- 9285 ),378527,(+/- 12199 ),411258,(+/- 12794 ),337696,(+/- 6373 ),380873,(+/- 9999 ),318582,(+/- 6579 ),333620,(+/- 7064 ),300164,(+/- 8355 ),307359,(+/- 7910 ),365192,(+/- 8915 ),358905,(+/- 12507 ),323140,(+/- 7046 ),368545,(+/- 11694 ),415700,(+/- 11155 ),415988,(+/- 11210 ),322447,(+/- 10845 ),446059,(+/- 11781 ),353091,(+/- 9574 ),444440,(+/- 9115 ),334428,(+/- 6611 ),284838,(+/- 9421 ),332483,(+/- 11436 ),340338,(+/- 9942 ),391610,(+/- 7362 ),402735,(+/- 9065 ),335938,(+/- 11906 ),270063,(+/- 8339 ),398991,(+/- 12294 ),315587,(+/- 9798 )
Workers,Occupation,"Management, business, science, and arts occupations",87527,(+/- 3645 ),181848,(+/- 8110 ),232013,(+/- 6134 ),102698,(+/- 4538 ),98282,(+/- 5852 ),139950,(+/- 5885 ),194274,(+/- 7954 ),135215,(+/- 6679 ),109187,(+/- 7533 ),186669,(+/- 8051 ),97889,(+/- 4386 ),142312,(+/- 7032 ),97227,(+/- 4403 ),117265,(+/- 4974 ),87047,(+/- 5015 ),100417,(+/- 5348 ),137629,(+/- 6198 ),106438,(+/- 5956 ),106301,(+/- 5238 ),120453,(+/- 6815 ),195493,(+/- 7578 ),213122,(+/- 8585 ),95020,(+/- 5786 ),200307,(+/- 7051 ),149501,(+/- 7197 ),211279,(+/- 7164 ),99939,(+/- 5235 ),78838,(+/- 5503 ),58080,(+/- 4944 ),103376,(+/- 5026 ),159071,(+/- 6175 ),177408,(+/- 6685 ),46517,(+/- 3832 ),71650,(+/- 4357 ),112156,(+/- 6395 ),97482,(+/- 5783 )
Workers,Occupation,Service occupations,62333,(+/- 4885 ),59220,(+/- 6250 ),51701,(+/- 4031 ),56004,(+/- 4247 ),62967,(+/- 4560 ),59840,(+/- 4394 ),58550,(+/- 5726 ),61613,(+/- 6099 ),94855,(+/- 7042 ),58824,(+/- 5103 ),58640,(+/- 4053 ),63639,(+/- 4821 ),57847,(+/- 4232 ),62392,(+/- 4353 ),68207,(+/- 6186 ),61991,(+/- 4735 ),63171,(+/- 5372 ),71261,(+/- 4505 ),61356,(+/- 4768 ),81381,(+/- 5622 ),63374,(+/- 5121 ),54639,(+/- 4533 ),64404,(+/- 5877 ),62151,(+/- 5564 ),56310,(+/- 4894 ),59447,(+/- 4720 ),65045,(+/- 5000 ),65261,(+/- 4150 ),63826,(+/- 5466 ),66587,(+/- 5690 ),61760,(+/- 5016 ),59980,(+/- 4961 ),74410,(+/- 5454 ),71937,(+/- 4526 ),84210,(+/- 5745 ),50836,(+/- 4815 )
Workers,Occupation,Sales and office occupations,67067,(+/- 4375 ),87831,(+/- 6844 ),107073,(+/- 4449 ),81499,(+/- 4827 ),77852,(+/- 5218 ),94238,(+/- 5678 ),84502,(+/- 6018 ),90047,(+/- 7432 ),81844,(+/- 7160 ),94117,(+/- 6915 ),82550,(+/- 5293 ),93226,(+/- 4953 ),71717,(+/- 4227 ),68873,(+/- 4485 ),71456,(+/- 4481 ),86161,(+/- 5482 ),84692,(+/- 5363 ),81208,(+/- 5480 ),75890,(+/- 4296 ),91972,(+/- 5532 ),97836,(+/- 6369 ),91335,(+/- 6345 ),75724,(+/- 5305 ),112610,(+/- 6126 ),77205,(+/- 5136 ),110755,(+/- 6292 ),79431,(+/- 3682 ),71071,(+/- 5127 ),73224,(+/- 5182 ),81057,(+/- 4975 ),105001,(+/- 6464 ),95883,(+/- 5331 ),72937,(+/- 4691 ),64340,(+/- 4570 ),100760,(+/- 6332 ),70305,(+/- 5315 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33484,(+/- 2934 ),34674,(+/- 4381 ),22412,(+/- 2536 ),35283,(+/- 3234 ),47262,(+/- 4096 ),34907,(+/- 3244 ),29239,(+/- 4628 ),41682,(+/- 4189 ),41498,(+/- 4303 ),34736,(+/- 3449 ),49348,(+/- 3949 ),40265,(+/- 4927 ),43153,(+/- 3424 ),43242,(+/- 3384 ),36528,(+/- 3610 ),24306,(+/- 3032 ),37992,(+/- 3687 ),43944,(+/- 4069 ),40764,(+/- 3467 ),37556,(+/- 3537 ),34759,(+/- 4166 ),30089,(+/- 3560 ),47391,(+/- 4152 ),27879,(+/- 2641 ),30143,(+/- 3479 ),27487,(+/- 3025 ),49857,(+/- 4120 ),33528,(+/- 3548 ),71809,(+/- 5209 ),41856,(+/- 4009 ),30598,(+/- 3098 ),31391,(+/- 3263 ),69811,(+/- 5608 ),33220,(+/- 3349 ),57726,(+/- 5727 ),47096,(+/- 4354 )
Workers,Occupation,"Production, transportation, and material moving occupations",44799,(+/- 3459 ),39578,(+/- 4756 ),21935,(+/- 2926 ),45968,(+/- 3688 ),49657,(+/- 4132 ),55140,(+/- 4191 ),31705,(+/- 4591 ),36990,(+/- 4144 ),51143,(+/- 5354 ),36912,(+/- 3849 ),49269,(+/- 4349 ),41431,(+/- 3925 ),48638,(+/- 3654 ),41848,(+/- 4159 ),36926,(+/- 3569 ),34484,(+/- 4237 ),41708,(+/- 3946 ),56054,(+/- 4843 ),38829,(+/- 3221 ),37183,(+/- 3489 ),24238,(+/- 3182 ),26803,(+/- 3528 ),39908,(+/- 3201 ),43112,(+/- 3961 ),39932,(+/- 3822 ),35472,(+/- 4317 ),40156,(+/- 3291 ),36140,(+/- 3691 ),65544,(+/- 4496 ),47462,(+/- 4352 ),35180,(+/- 4238 ),38073,(+/- 3431 ),72263,(+/- 5055 ),28916,(+/- 3893 ),44139,(+/- 4211 ),49868,(+/- 3572 )
Workers,Industry,Civilian employed population 16 years and over,295210,(+/- 6695 ),403151,(+/- 15062 ),435134,(+/- 6193 ),321452,(+/- 5758 ),336020,(+/- 8544 ),384075,(+/- 9526 ),398270,(+/- 15209 ),365547,(+/- 9285 ),378527,(+/- 12199 ),411258,(+/- 12794 ),337696,(+/- 6373 ),380873,(+/- 9999 ),318582,(+/- 6579 ),333620,(+/- 7064 ),300164,(+/- 8355 ),307359,(+/- 7910 ),365192,(+/- 8915 ),358905,(+/- 12507 ),323140,(+/- 7046 ),368545,(+/- 11694 ),415700,(+/- 11155 ),415988,(+/- 11210 ),322447,(+/- 10845 ),446059,(+/- 11781 ),353091,(+/- 9574 ),444440,(+/- 9115 ),334428,(+/- 6611 ),284838,(+/- 9421 ),332483,(+/- 11436 ),340338,(+/- 9942 ),391610,(+/- 7362 ),402735,(+/- 9065 ),335938,(+/- 11906 ),270063,(+/- 8339 ),398991,(+/- 12294 ),315587,(+/- 9798 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",15419,(+/- 2210 ),15746,(+/- 2420 ),3852,(+/- 1141 ),6670,(+/- 1440 ),8957,(+/- 1866 ),3538,(+/- 1329 ),19990,(+/- 2618 ),17014,(+/- 2684 ),5112,(+/- 1522 ),15956,(+/- 2500 ),37222,(+/- 3705 ),8330,(+/- 1593 ),19973,(+/- 2599 ),5205,(+/- 1536 ),9630,(+/- 1706 ),1771,(+/- 801 ),8913,(+/- 1588 ),9695,(+/- 1654 ),19456,(+/- 2115 ),2132,(+/- 875 ),7015,(+/- 1741 ),18080,(+/- 2855 ),20408,(+/- 2273 ),3012,(+/- 785 ),6113,(+/- 1305 ),4807,(+/- 1432 ),15263,(+/- 2163 ),8918,(+/- 1776 ),4767,(+/- 1346 ),1205,(+/- 506 ),2542,(+/- 870 ),3487,(+/- 1096 ),2301,(+/- 1074 ),10953,(+/- 1934 ),2918,(+/- 1026 ),8431,(+/- 1656 )
Workers,Industry,Construction,22225,(+/- 2782 ),30434,(+/- 3804 ),20877,(+/- 2835 ),25300,(+/- 2532 ),37238,(+/- 4082 ),24629,(+/- 2968 ),24394,(+/- 4355 ),36715,(+/- 3797 ),31761,(+/- 3635 ),30019,(+/- 3531 ),28861,(+/- 3230 ),34856,(+/- 4299 ),25686,(+/- 2818 ),37998,(+/- 3233 ),24350,(+/- 3163 ),16631,(+/- 2516 ),28060,(+/- 3635 ),37144,(+/- 4320 ),26980,(+/- 2500 ),32515,(+/- 3470 ),29883,(+/- 4280 ),30318,(+/- 3768 ),31221,(+/- 3292 ),22296,(+/- 2642 ),24073,(+/- 3093 ),24153,(+/- 2997 ),36968,(+/- 3864 ),23203,(+/- 3296 ),61487,(+/- 4398 ),35618,(+/- 4212 ),27375,(+/- 2482 ),29018,(+/- 3188 ),58911,(+/- 5062 ),20339,(+/- 2511 ),49657,(+/- 5267 ),40198,(+/- 3816 )
Workers,Industry,Manufacturing,28306,(+/- 3176 ),40832,(+/- 4648 ),35900,(+/- 3333 ),40066,(+/- 3187 ),31495,(+/- 2957 ),43214,(+/- 4256 ),31442,(+/- 3723 ),30640,(+/- 3823 ),25252,(+/- 2878 ),37546,(+/- 3547 ),22459,(+/- 2839 ),36264,(+/- 3471 ),32989,(+/- 2960 ),38417,(+/- 3858 ),17336,(+/- 2295 ),18766,(+/- 2600 ),33381,(+/- 3706 ),34002,(+/- 3974 ),18126,(+/- 2513 ),18846,(+/- 2726 ),23039,(+/- 2174 ),38560,(+/- 4118 ),18222,(+/- 2907 ),34934,(+/- 3216 ),29167,(+/- 3175 ),36084,(+/- 3458 ),27430,(+/- 2453 ),12490,(+/- 1720 ),36453,(+/- 4135 ),25457,(+/- 3008 ),33622,(+/- 3585 ),34098,(+/- 3679 ),38255,(+/- 3675 ),13618,(+/- 2267 ),24588,(+/- 3285 ),41211,(+/- 3499 )
Workers,Industry,Wholesale trade,8004,(+/- 1652 ),16265,(+/- 3066 ),13246,(+/- 2047 ),11161,(+/- 1925 ),9870,(+/- 2223 ),12645,(+/- 1963 ),17162,(+/- 3907 ),14223,(+/- 2288 ),10173,(+/- 2433 ),14065,(+/- 2244 ),8966,(+/- 1615 ),10240,(+/- 2070 ),6589,(+/- 1193 ),6019,(+/- 1324 ),7551,(+/- 1791 ),9243,(+/- 1970 ),8924,(+/- 1626 ),14324,(+/- 2262 ),9693,(+/- 1281 ),5453,(+/- 1373 ),10394,(+/- 1889 ),13217,(+/- 2617 ),6755,(+/- 1770 ),14457,(+/- 1984 ),11206,(+/- 2212 ),16541,(+/- 2858 ),9237,(+/- 1697 ),8208,(+/- 1799 ),11356,(+/- 2112 ),8566,(+/- 2180 ),9353,(+/- 1623 ),11102,(+/- 2163 ),12459,(+/- 2104 ),6493,(+/- 1624 ),8657,(+/- 1665 ),8314,(+/- 1925 )
Workers,Industry,Retail trade,36437,(+/- 3828 ),35181,(+/- 4258 ),48407,(+/- 3496 ),42671,(+/- 3692 ),42800,(+/- 3587 ),40876,(+/- 3779 ),41132,(+/- 4251 ),42813,(+/- 5310 ),45518,(+/- 4774 ),47101,(+/- 4961 ),47137,(+/- 3884 ),41144,(+/- 3310 ),39788,(+/- 3168 ),32101,(+/- 3482 ),37844,(+/- 3712 ),36897,(+/- 3625 ),41015,(+/- 3651 ),37990,(+/- 3856 ),40075,(+/- 3405 ),43529,(+/- 5152 ),44110,(+/- 4348 ),39663,(+/- 3922 ),35715,(+/- 3834 ),51858,(+/- 4128 ),41194,(+/- 4021 ),48556,(+/- 3713 ),38543,(+/- 3077 ),33204,(+/- 4296 ),37409,(+/- 3490 ),39420,(+/- 3536 ),46196,(+/- 4640 ),43016,(+/- 3824 ),34815,(+/- 3455 ),33785,(+/- 3539 ),56788,(+/- 5354 ),34947,(+/- 3433 )
Workers,Industry,"Transportation and warehousing, and utilities",13480,(+/- 2156 ),29814,(+/- 4024 ),13872,(+/- 2172 ),17648,(+/- 1983 ),18008,(+/- 2224 ),29411,(+/- 2910 ),17119,(+/- 2865 ),20793,(+/- 3066 ),21600,(+/- 3650 ),19504,(+/- 2787 ),16608,(+/- 2382 ),25906,(+/- 3357 ),17989,(+/- 2375 ),16830,(+/- 2445 ),15125,(+/- 2487 ),20483,(+/- 3400 ),13710,(+/- 1858 ),27356,(+/- 4129 ),17870,(+/- 2168 ),16292,(+/- 2891 ),13040,(+/- 1900 ),19244,(+/- 2677 ),18966,(+/- 2669 ),31037,(+/- 3239 ),15238,(+/- 2361 ),25361,(+/- 2833 ),16266,(+/- 2311 ),28046,(+/- 3472 ),22440,(+/- 2865 ),26947,(+/- 3170 ),15380,(+/- 2819 ),20551,(+/- 2705 ),25106,(+/- 2964 ),11966,(+/- 2329 ),16386,(+/- 2389 ),19274,(+/- 2506 )
Workers,Industry,Information,4975,(+/- 1278 ),5832,(+/- 1100 ),19419,(+/- 2405 ),4202,(+/- 964 ),6198,(+/- 1384 ),5694,(+/- 1353 ),5803,(+/- 1452 ),3441,(+/- 1292 ),5112,(+/- 1608 ),7557,(+/- 1495 ),6074,(+/- 1360 ),6354,(+/- 1897 ),3547,(+/- 1069 ),3575,(+/- 1098 ),5226,(+/- 1664 ),5686,(+/- 1197 ),6220,(+/- 1599 ),5313,(+/- 1364 ),3477,(+/- 1013 ),6693,(+/- 1457 ),11623,(+/- 2035 ),6555,(+/- 1778 ),4232,(+/- 1000 ),11407,(+/- 1626 ),7040,(+/- 1383 ),15516,(+/- 2272 ),3523,(+/- 1081 ),3606,(+/- 1093 ),3184,(+/- 971 ),6848,(+/- 1417 ),8931,(+/- 1642 ),11181,(+/- 1604 ),3351,(+/- 962 ),4056,(+/- 1596 ),6960,(+/- 1184 ),2223,(+/- 752 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",12618,(+/- 2229 ),29037,(+/- 4009 ),55099,(+/- 4750 ),18105,(+/- 2486 ),21092,(+/- 2606 ),29509,(+/- 3465 ),31849,(+/- 3497 ),18798,(+/- 3263 ),19293,(+/- 2672 ),25195,(+/- 2943 ),18848,(+/- 2457 ),28121,(+/- 2979 ),15600,(+/- 1978 ),16650,(+/- 2482 ),15156,(+/- 2466 ),14815,(+/- 2296 ),21259,(+/- 2753 ),17882,(+/- 2284 ),15470,(+/- 1858 ),35033,(+/- 3549 ),34842,(+/- 3603 ),25951,(+/- 3558 ),20214,(+/- 2811 ),52103,(+/- 4966 ),23554,(+/- 2748 ),47968,(+/- 3890 ),15620,(+/- 2703 ),15358,(+/- 2602 ),14749,(+/- 2915 ),25574,(+/- 3283 ),26519,(+/- 2980 ),43065,(+/- 3724 ),17220,(+/- 2008 ),12517,(+/- 1932 ),21537,(+/- 2455 ),14508,(+/- 2588 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",23532,(+/- 2513 ),57304,(+/- 5275 ),72323,(+/- 4590 ),26868,(+/- 3073 ),37406,(+/- 3623 ),35840,(+/- 3622 ),64185,(+/- 4364 ),36030,(+/- 3778 ),46047,(+/- 4392 ),55342,(+/- 4586 ),21450,(+/- 2558 ),39773,(+/- 3430 ),22277,(+/- 2472 ),38004,(+/- 3627 ),23663,(+/- 2964 ),35845,(+/- 3614 ),37286,(+/- 3336 ),45709,(+/- 4175 ),20742,(+/- 2238 ),40857,(+/- 4219 ),62421,(+/- 4647 ),56542,(+/- 5036 ),28262,(+/- 3454 ),71872,(+/- 4024 ),47845,(+/- 3612 ),57356,(+/- 4166 ),30873,(+/- 3093 ),23794,(+/- 3078 ),32048,(+/- 3155 ),35671,(+/- 3930 ),50619,(+/- 3951 ),63445,(+/- 4774 ),34958,(+/- 3146 ),21426,(+/- 3235 ),44019,(+/- 4264 ),30243,(+/- 3878 )
Workers,Industry,"Educational services, and health care and social assistance",74260,(+/- 3416 ),76925,(+/- 5847 ),87808,(+/- 4788 ),73106,(+/- 4257 ),70202,(+/- 4516 ),88026,(+/- 5880 ),77491,(+/- 5490 ),73607,(+/- 5829 ),88933,(+/- 6367 ),87114,(+/- 5262 ),68280,(+/- 3945 ),80290,(+/- 5078 ),70089,(+/- 4112 ),75402,(+/- 4707 ),87526,(+/- 5776 ),80754,(+/- 5258 ),92948,(+/- 4836 ),67401,(+/- 4965 ),85325,(+/- 4793 ),89903,(+/- 5867 ),90757,(+/- 5422 ),105220,(+/- 7039 ),76336,(+/- 4734 ),77860,(+/- 4146 ),77694,(+/- 4895 ),95497,(+/- 5734 ),73260,(+/- 4008 ),71875,(+/- 4273 ),49372,(+/- 4780 ),78120,(+/- 5260 ),91720,(+/- 4961 ),77687,(+/- 5015 ),44872,(+/- 3687 ),81732,(+/- 5011 ),76953,(+/- 5408 ),61985,(+/- 4564 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",27090,(+/- 3470 ),32531,(+/- 4578 ),35151,(+/- 4472 ),24473,(+/- 2549 ),27463,(+/- 3195 ),36746,(+/- 4433 ),34969,(+/- 4938 ),33615,(+/- 4577 ),36752,(+/- 4912 ),33726,(+/- 4079 ),30587,(+/- 3460 ),33396,(+/- 3403 ),31008,(+/- 2903 ),30721,(+/- 3060 ),25367,(+/- 3237 ),34539,(+/- 3798 ),31562,(+/- 3487 ),31364,(+/- 3362 ),31006,(+/- 3699 ),45763,(+/- 4630 ),44014,(+/- 4268 ),29942,(+/- 3728 ),31915,(+/- 2911 ),43725,(+/- 4277 ),33567,(+/- 4417 ),40624,(+/- 3480 ),35849,(+/- 3727 ),24756,(+/- 2899 ),30245,(+/- 3595 ),26676,(+/- 3078 ),34628,(+/- 4021 ),36980,(+/- 4812 ),35673,(+/- 3578 ),29018,(+/- 4090 ),50253,(+/- 4845 ),28497,(+/- 3499 )
