Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE
Business,"Annual payroll ($1,000)",Management of companies and enterprises,261848,H,82306,G,176836,G,32295,G,2143261,G,2510434,G,4976841,G,2034786,G,767490,H,5013679,G,809707,G,114469,H,403851,H,311393,G,384261,H,110403,H,3523187,H,357384,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,343996,G,249545,G,516908,H,386152,G,1175876,G,1176715,G,3367088,G,1621868,G,645978,G,924091,G,1040412,G,325366,G,286760,G,516039,G,182958,G,364178,G,490333,G,418091,G
Business,"Annual payroll ($1,000)",Educational services,1182394,H,99173,H,190885,G,108848,G,509097,G,422084,G,1312241,G,271299,G,1481527,H,261860,G,160954,G,58738,G,139279,H,48894,G,24051,H,52124,G,175750,J,113832,G
Business,"Annual payroll ($1,000)",Health care and social assistance,1624823,G,1289769,G,1455613,G,819805,G,2236728,G,2625733,G,5778282,G,1492925,G,3441541,G,2049791,G,1972183,G,1717470,G,2385295,H,920994,G,1348469,G,1362808,G,2207035,G,1470038,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",43930,G,52670,H,246788,J,144632,G,377778,H,138466,G,677829,G,127390,H,184710,H,353387,H,118045,G,50913,G,56623,G,79908,G,22579,G,38619,G,53796,G,60475,G
Business,"Annual payroll ($1,000)",Accommodation and food services,431370,H,205020,G,354355,G,240098,G,1010767,G,591878,G,2170493,G,600727,G,512930,G,514933,G,452023,G,381346,G,448162,G,368850,G,249797,G,306936,G,303610,G,409472,G
Business,"Annual payroll ($1,000)",Other services (except public administration),237888,G,233781,G,336957,G,204470,G,681769,G,613134,G,1982665,G,645846,G,664926,G,350744,G,345445,G,283264,G,431905,G,262875,G,225323,G,291888,G,360910,G,479979,H
Business,"Annual payroll ($1,000)",Industries not classified,259,G,91,J,184,G,395,H,1315,G,771,G,1379,G,232,G,1514,H,1200,G,568,H,350,G,660,H,665,G,725,H,730,G,966,H,738,H
Business,Total Establishments,Total for all sectors,11882,X,10227,X,15412,X,10841,X,23168,X,25085,X,29796,X,23671,X,20371,X,21355,X,16205,X,14758,X,15605,X,17384,X,15421,X,15219,X,14979,X,16103,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",2,X,7,X,6,X,0,X,3,X,13,X,6,X,5,X,3,X,16,X,8,X,21,X,19,X,48,X,53,X,46,X,39,X,38,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",0,X,6,X,9,X,1,X,3,X,13,X,3,X,5,X,1,X,1,X,10,X,49,X,25,X,17,X,293,X,43,X,21,X,34,X
Business,Total Establishments,Utilities,9,X,11,X,3,X,10,X,14,X,15,X,33,X,13,X,5,X,17,X,25,X,53,X,44,X,21,X,71,X,47,X,44,X,51,X
Business,Total Establishments,Construction,1215,X,813,X,1796,X,923,X,2113,X,2360,X,791,X,2446,X,1728,X,1930,X,1326,X,1272,X,1392,X,2394,X,1581,X,1552,X,1268,X,1766,X
Business,Total Establishments,Manufacturing,407,X,449,X,658,X,615,X,949,X,914,X,766,X,1733,X,534,X,834,X,642,X,490,X,447,X,958,X,768,X,881,X,882,X,543,X
Business,Total Establishments,Wholesale trade,573,X,532,X,840,X,610,X,1073,X,1827,X,1215,X,2342,X,950,X,1535,X,1093,X,589,X,705,X,1099,X,825,X,815,X,824,X,946,X
Business,Total Establishments,Retail trade,1818,X,1556,X,1792,X,1658,X,2462,X,2408,X,2679,X,2223,X,2223,X,2284,X,2136,X,2394,X,2329,X,1910,X,2391,X,2188,X,2251,X,2456,X
Business,Total Establishments,Transportation and warehousing,553,X,618,X,1533,X,770,X,1187,X,883,X,544,X,2250,X,684,X,773,X,1140,X,545,X,524,X,666,X,708,X,833,X,655,X,611,X
Business,Total Establishments,Information,145,X,123,X,164,X,145,X,436,X,459,X,985,X,385,X,362,X,292,X,218,X,208,X,294,X,184,X,266,X,229,X,235,X,255,X
Business,Total Establishments,Finance and insurance,728,X,607,X,916,X,606,X,1275,X,1903,X,3028,X,1292,X,1227,X,1425,X,869,X,1072,X,1145,X,902,X,1121,X,1062,X,1032,X,1257,X
Business,Total Establishments,Real estate and rental and leasing,477,X,377,X,512,X,338,X,1348,X,1012,X,1700,X,756,X,972,X,889,X,600,X,560,X,622,X,581,X,427,X,443,X,481,X,575,X
Business,Total Establishments,"Professional, scientific, and technical services",987,X,649,X,1349,X,884,X,3055,X,4321,X,7133,X,2873,X,3206,X,3321,X,2023,X,1193,X,1421,X,2293,X,917,X,1053,X,1210,X,1152,X
Business,Total Establishments,Management of companies and enterprises,42,X,44,X,74,X,29,X,200,X,271,X,425,X,229,X,116,X,219,X,107,X,64,X,94,X,89,X,71,X,47,X,102,X,108,X
Business,Total Establishments,Administrative and support and waste management and remediation services,578,X,557,X,804,X,541,X,1111,X,1581,X,1470,X,1399,X,976,X,1446,X,1017,X,675,X,722,X,1218,X,585,X,728,X,651,X,795,X
Business,Total Establishments,Educational services,202,X,141,X,201,X,137,X,375,X,417,X,492,X,258,X,431,X,362,X,221,X,135,X,176,X,241,X,84,X,130,X,123,X,181,X
Business,Total Establishments,Health care and social assistance,1572,X,1455,X,1726,X,1176,X,2554,X,2633,X,2650,X,1867,X,2919,X,2393,X,1851,X,1793,X,1567,X,1581,X,1582,X,1568,X,1463,X,1513,X
Business,Total Establishments,"Arts, entertainment, and recreation",144,X,140,X,192,X,165,X,417,X,321,X,439,X,228,X,340,X,349,X,229,X,219,X,253,X,282,X,208,X,267,X,240,X,285,X
Business,Total Establishments,Accommodation and food services,1141,X,956,X,1375,X,1134,X,2442,X,1634,X,2543,X,1581,X,1626,X,1523,X,1232,X,1502,X,1785,X,1298,X,1361,X,1501,X,1512,X,1583,X
Business,Total Establishments,Other services (except public administration),1275,X,1177,X,1448,X,1085,X,2094,X,2067,X,2850,X,1773,X,2014,X,1710,X,1437,X,1900,X,2011,X,1569,X,2072,X,1762,X,1918,X,1914,X
Business,Total Establishments,Industries not classified,14,X,9,X,14,X,14,X,57,X,33,X,44,X,13,X,54,X,36,X,21,X,24,X,30,X,33,X,37,X,24,X,28,X,40,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
