Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE
Business,"Annual payroll ($1,000)",Health care and social assistance,2448631,G,4692092,G,2364278,G,2280168,G,1463756,G,2390564,G,1911772,G,1951097,G,1693404,G,1725075,G,2117413,H,1853004,H,2956261,G,4631895,H,3097049,G,2435316,G,2177774,G,1933027,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",954680,G,181327,H,61231,G,64830,G,60225,G,120901,G,120442,G,153030,H,41727,G,46974,G,65115,G,59323,G,82261,G,660256,G,165634,G,111043,G,117808,G,129027,G
Business,"Annual payroll ($1,000)",Accommodation and food services,622815,G,540048,G,306693,G,411351,G,306365,G,429545,G,382882,G,373765,G,313435,G,430158,G,305013,G,312695,G,393061,G,637371,G,444635,G,356207,G,419934,G,425008,G
Business,"Annual payroll ($1,000)",Other services (except public administration),420165,G,576721,G,291345,G,482594,G,227875,G,488014,G,430059,G,398508,G,232569,G,229286,G,295833,G,333182,G,375671,G,514921,G,353679,G,415438,G,227782,G,455181,G
Business,"Annual payroll ($1,000)",Industries not classified,562,H,1064,G,535,G,508,G,656,G,560,H,1562,G,491,G,439,H,617,G,519,G,569,G,774,G,1687,G,440,G,788,G,295,G,857,G
Business,Total Establishments,Total for all sectors,13961,X,14122,X,16463,X,15810,X,15672,X,20147,X,17900,X,21067,X,14408,X,15876,X,14667,X,16856,X,17742,X,19333,X,15685,X,15612,X,14938,X,18565,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",0,X,1,X,44,X,19,X,119,X,22,X,33,X,15,X,35,X,66,X,24,X,20,X,4,X,1,X,20,X,44,X,13,X,20,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",0,X,2,X,124,X,14,X,217,X,12,X,20,X,22,X,129,X,170,X,72,X,74,X,5,X,25,X,17,X,15,X,63,X,136,X
Business,Total Establishments,Utilities,9,X,12,X,64,X,54,X,95,X,35,X,22,X,22,X,73,X,75,X,72,X,51,X,8,X,39,X,41,X,42,X,57,X,55,X
Business,Total Establishments,Construction,805,X,429,X,1450,X,1286,X,1286,X,1749,X,2196,X,2580,X,1413,X,1605,X,1256,X,1702,X,1476,X,1197,X,1374,X,1646,X,1155,X,1816,X
Business,Total Establishments,Manufacturing,532,X,192,X,1205,X,781,X,1017,X,876,X,642,X,1162,X,700,X,810,X,603,X,725,X,592,X,623,X,741,X,974,X,720,X,771,X
Business,Total Establishments,Wholesale trade,755,X,347,X,752,X,703,X,512,X,1204,X,960,X,1454,X,582,X,564,X,619,X,809,X,978,X,895,X,819,X,819,X,667,X,1031,X
Business,Total Establishments,Retail trade,2454,X,1941,X,2445,X,2319,X,2552,X,2548,X,1824,X,2504,X,2349,X,2735,X,2258,X,2404,X,2817,X,2582,X,2319,X,2315,X,2541,X,2485,X
Business,Total Establishments,Transportation and warehousing,440,X,102,X,469,X,487,X,691,X,368,X,317,X,614,X,618,X,719,X,608,X,438,X,414,X,321,X,521,X,497,X,532,X,502,X
Business,Total Establishments,Information,259,X,336,X,205,X,243,X,273,X,425,X,326,X,333,X,211,X,247,X,238,X,239,X,266,X,435,X,242,X,198,X,242,X,276,X
Business,Total Establishments,Finance and insurance,542,X,925,X,907,X,939,X,805,X,1430,X,1284,X,1245,X,682,X,852,X,872,X,1046,X,1157,X,1175,X,858,X,772,X,815,X,1049,X
Business,Total Establishments,Real estate and rental and leasing,560,X,683,X,466,X,501,X,435,X,647,X,600,X,666,X,362,X,432,X,431,X,499,X,622,X,732,X,528,X,562,X,428,X,651,X
Business,Total Establishments,"Professional, scientific, and technical services",1194,X,2190,X,1168,X,1591,X,1043,X,2782,X,2516,X,2599,X,861,X,1104,X,1153,X,1511,X,1998,X,2206,X,1361,X,1355,X,1182,X,1873,X
Business,Total Establishments,Management of companies and enterprises,64,X,103,X,105,X,167,X,68,X,230,X,174,X,157,X,63,X,55,X,119,X,130,X,139,X,208,X,129,X,127,X,86,X,217,X
Business,Total Establishments,Administrative and support and waste management and remediation services,575,X,561,X,722,X,827,X,615,X,1260,X,1336,X,1371,X,571,X,660,X,825,X,937,X,990,X,882,X,899,X,807,X,664,X,974,X
Business,Total Establishments,Educational services,226,X,344,X,173,X,162,X,160,X,303,X,285,X,280,X,121,X,117,X,138,X,195,X,304,X,310,X,198,X,175,X,143,X,176,X
Business,Total Establishments,Health care and social assistance,1669,X,2132,X,2382,X,1833,X,1894,X,2145,X,1952,X,2175,X,1966,X,1727,X,1813,X,2224,X,2415,X,2852,X,1875,X,1570,X,2025,X,2557,X
Business,Total Establishments,"Arts, entertainment, and recreation",224,X,242,X,252,X,246,X,259,X,312,X,305,X,304,X,210,X,240,X,204,X,292,X,219,X,312,X,263,X,237,X,222,X,306,X
Business,Total Establishments,Accommodation and food services,1950,X,1740,X,1405,X,1479,X,1532,X,1596,X,1301,X,1516,X,1316,X,1626,X,1458,X,1389,X,1531,X,2125,X,1518,X,1333,X,1621,X,1560,X
Business,Total Establishments,Other services (except public administration),1675,X,1794,X,2101,X,2137,X,2069,X,2181,X,1778,X,2027,X,2121,X,2044,X,1881,X,2139,X,1782,X,2366,X,1939,X,2107,X,1749,X,2073,X
Business,Total Establishments,Industries not classified,28,X,46,X,24,X,22,X,30,X,22,X,29,X,21,X,25,X,28,X,23,X,32,X,25,X,47,X,23,X,17,X,13,X,37,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
