Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE,District 28 Estimate,District 28 MOE,District 29 Estimate,District 29 MOE,District 30 Estimate,District 30 MOE,District 31 Estimate,District 31 MOE,District 32 Estimate,District 32 MOE,District 33 Estimate,District 33 MOE,District 34 Estimate,District 34 MOE,District 35 Estimate,District 35 MOE,District 36 Estimate,District 36 MOE,District 37 Estimate,District 37 MOE,District 38 Estimate,District 38 MOE,District 39 Estimate,District 39 MOE,District 40 Estimate,District 40 MOE,District 41 Estimate,District 41 MOE,District 42 Estimate,District 42 MOE,District 43 Estimate,District 43 MOE,District 44 Estimate,District 44 MOE,District 45 Estimate,District 45 MOE,District 46 Estimate,District 46 MOE,District 47 Estimate,District 47 MOE,District 48 Estimate,District 48 MOE,District 49 Estimate,District 49 MOE,District 50 Estimate,District 50 MOE,District 51 Estimate,District 51 MOE,District 52 Estimate,District 52 MOE,District 53 Estimate,District 53 MOE
Housing,Value,"$1,000,000 or more",3599,(+/- 767 ),38776,(+/- 2274 ),4317,(+/- 769 ),6531,(+/- 1287 ),11642,(+/- 1510 ),1757,(+/- 460 ),2807,(+/- 708 ),1351,(+/- 614 ),2875,(+/- 696 ),1981,(+/- 681 ),39964,(+/- 2138 ),61683,(+/- 3151 ),27603,(+/- 1994 ),65403,(+/- 3390 ),30614,(+/- 2308 ),1205,(+/- 489 ),55108,(+/- 2530 ),108039,(+/- 3024 ),26248,(+/- 2187 ),19086,(+/- 1847 ),934,(+/- 403 ),1918,(+/- 591 ),1488,(+/- 613 ),23182,(+/- 1771 ),4442,(+/- 911 ),13777,(+/- 1305 ),24693,(+/- 2063 ),28387,(+/- 2349 ),1529,(+/- 530 ),28131,(+/- 2202 ),1574,(+/- 546 ),2603,(+/- 623 ),87025,(+/- 3153 ),3580,(+/- 708 ),744,(+/- 317 ),5410,(+/- 824 ),25330,(+/- 2055 ),2259,(+/- 650 ),17270,(+/- 1642 ),532,(+/- 342 ),1247,(+/- 360 ),3014,(+/- 752 ),5549,(+/- 927 ),1145,(+/- 618 ),26287,(+/- 2437 ),1263,(+/- 468 ),6459,(+/- 1161 ),39645,(+/- 2557 ),35105,(+/- 2593 ),5219,(+/- 1285 ),660,(+/- 308 ),28772,(+/- 2110 ),5264,(+/- 907 )
Housing,Value,Median (dollars),264000,(+/- 5912 ),605500,(+/- 13552 ),335100,(+/- 6217 ),394700,(+/- 6617 ),473100,(+/- 8698 ),289700,(+/- 6497 ),353700,(+/- 3924 ),219600,(+/- 4838 ),330300,(+/- 9105 ),304800,(+/- 6879 ),642600,(+/- 14789 ),1052200,(+/- 26434 ),687300,(+/- 15008 ),945200,(+/- 15059 ),731300,(+/- 12681 ),201500,(+/- 6723 ),910700,(+/- 13462 ),1235900,(+/- 20450 ),722300,(+/- 11079 ),568300,(+/- 19201 ),168000,(+/- 3193 ),248700,(+/- 5119 ),228600,(+/- 6041 ),544500,(+/- 21469 ),435200,(+/- 8885 ),563600,(+/- 8716 ),663000,(+/- 8021 ),757400,(+/- 24406 ),444900,(+/- 4290 ),652900,(+/- 9335 ),336100,(+/- 9085 ),451800,(+/- 5779 ),1156900,(+/- 31171 ),542400,(+/- 14008 ),338700,(+/- 5135 ),252500,(+/- 5617 ),682300,(+/- 22023 ),467200,(+/- 4550 ),630800,(+/- 7796 ),384100,(+/- 7178 ),318700,(+/- 5088 ),395100,(+/- 5337 ),481400,(+/- 10621 ),368900,(+/- 4592 ),685800,(+/- 9778 ),492000,(+/- 9326 ),570500,(+/- 7697 ),735900,(+/- 12112 ),708900,(+/- 17806 ),460100,(+/- 6960 ),315800,(+/- 10545 ),675500,(+/- 10824 ),486300,(+/- 7994 )
Housing,Mortgage Status,Owner-occupied units,176997,(+/- 4515 ),176578,(+/- 4067 ),140322,(+/- 4438 ),199793,(+/- 4101 ),157620,(+/- 4746 ),125263,(+/- 4182 ),166893,(+/- 4248 ),139172,(+/- 4703 ),135901,(+/- 4361 ),135956,(+/- 4511 ),163724,(+/- 4076 ),114293,(+/- 4171 ),125233,(+/- 3820 ),149775,(+/- 4455 ),156700,(+/- 3307 ),97168,(+/- 3869 ),137427,(+/- 3922 ),161281,(+/- 3946 ),134588,(+/- 3552 ),117911,(+/- 4336 ),93523,(+/- 4060 ),144428,(+/- 4793 ),145481,(+/- 4722 ),140462,(+/- 3446 ),147207,(+/- 4044 ),139409,(+/- 4237 ),127605,(+/- 4740 ),96954,(+/- 3846 ),86363,(+/- 3232 ),143269,(+/- 4400 ),114923,(+/- 3624 ),112118,(+/- 3356 ),147821,(+/- 3981 ),53606,(+/- 2642 ),108788,(+/- 3828 ),174728,(+/- 5013 ),94563,(+/- 3519 ),123416,(+/- 3093 ),148126,(+/- 4157 ),60072,(+/- 3236 ),108818,(+/- 4225 ),157879,(+/- 4303 ),98007,(+/- 3643 ),89277,(+/- 3272 ),174045,(+/- 4902 ),72847,(+/- 3051 ),109878,(+/- 3664 ),153924,(+/- 4422 ),147733,(+/- 4476 ),150300,(+/- 4602 ),87331,(+/- 3579 ),148297,(+/- 4553 ),129635,(+/- 4529 )
Housing,Mortgage Status,Housing units with a mortgage,106292,(+/- 3991 ),115033,(+/- 4261 ),97270,(+/- 4194 ),138930,(+/- 4312 ),109080,(+/- 4044 ),88119,(+/- 3425 ),121558,(+/- 4176 ),95711,(+/- 4239 ),98121,(+/- 4063 ),99346,(+/- 3946 ),116374,(+/- 4023 ),76174,(+/- 3502 ),88883,(+/- 3529 ),105153,(+/- 4017 ),121789,(+/- 3398 ),65872,(+/- 3434 ),95883,(+/- 3464 ),111690,(+/- 3885 ),100109,(+/- 3446 ),82402,(+/- 3865 ),64011,(+/- 3803 ),104494,(+/- 4735 ),103267,(+/- 4337 ),93377,(+/- 3442 ),116249,(+/- 4062 ),100324,(+/- 3928 ),85154,(+/- 3928 ),70643,(+/- 3162 ),63384,(+/- 2849 ),108190,(+/- 4504 ),83229,(+/- 3331 ),78049,(+/- 3082 ),102243,(+/- 3569 ),37212,(+/- 2388 ),82938,(+/- 3120 ),106626,(+/- 4184 ),71274,(+/- 3242 ),87818,(+/- 3480 ),106961,(+/- 3508 ),43710,(+/- 2730 ),83959,(+/- 4058 ),123369,(+/- 3982 ),71126,(+/- 3361 ),67770,(+/- 3132 ),127376,(+/- 4435 ),52749,(+/- 2645 ),80017,(+/- 3518 ),102523,(+/- 3431 ),107024,(+/- 4140 ),110783,(+/- 4105 ),58073,(+/- 3277 ),108736,(+/- 4290 ),97213,(+/- 3761 )
Housing,Mortgage Status,Housing units without a mortgage,70705,(+/- 3626 ),61545,(+/- 2900 ),43052,(+/- 2949 ),60863,(+/- 2773 ),48540,(+/- 2938 ),37144,(+/- 2543 ),45335,(+/- 2345 ),43461,(+/- 3234 ),37780,(+/- 2703 ),36610,(+/- 2446 ),47350,(+/- 2945 ),38119,(+/- 2337 ),36350,(+/- 2282 ),44622,(+/- 2418 ),34911,(+/- 2138 ),31296,(+/- 2592 ),41544,(+/- 2348 ),49591,(+/- 2547 ),34479,(+/- 2190 ),35509,(+/- 2305 ),29512,(+/- 2635 ),39934,(+/- 2493 ),42214,(+/- 2762 ),47085,(+/- 2830 ),30958,(+/- 2360 ),39085,(+/- 2388 ),42451,(+/- 2705 ),26311,(+/- 2124 ),22979,(+/- 1740 ),35079,(+/- 2375 ),31694,(+/- 2159 ),34069,(+/- 1765 ),45578,(+/- 2355 ),16394,(+/- 1567 ),25850,(+/- 1980 ),68102,(+/- 2961 ),23289,(+/- 1699 ),35598,(+/- 2265 ),41165,(+/- 2846 ),16362,(+/- 1865 ),24859,(+/- 2090 ),34510,(+/- 2548 ),26881,(+/- 2112 ),21507,(+/- 1952 ),46669,(+/- 2810 ),20098,(+/- 1750 ),29861,(+/- 2283 ),51401,(+/- 3053 ),40709,(+/- 2605 ),39517,(+/- 2657 ),29258,(+/- 2120 ),39561,(+/- 2928 ),32422,(+/- 2330 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,106292,(+/- 3991 ),115033,(+/- 4261 ),97270,(+/- 4194 ),138930,(+/- 4312 ),109080,(+/- 4044 ),88119,(+/- 3425 ),121558,(+/- 4176 ),95711,(+/- 4239 ),98121,(+/- 4063 ),99346,(+/- 3946 ),116374,(+/- 4023 ),76174,(+/- 3502 ),88883,(+/- 3529 ),105153,(+/- 4017 ),121789,(+/- 3398 ),65872,(+/- 3434 ),95883,(+/- 3464 ),111690,(+/- 3885 ),100109,(+/- 3446 ),82402,(+/- 3865 ),64011,(+/- 3803 ),104494,(+/- 4735 ),103267,(+/- 4337 ),93377,(+/- 3442 ),116249,(+/- 4062 ),100324,(+/- 3928 ),85154,(+/- 3928 ),70643,(+/- 3162 ),63384,(+/- 2849 ),108190,(+/- 4504 ),83229,(+/- 3331 ),78049,(+/- 3082 ),102243,(+/- 3569 ),37212,(+/- 2388 ),82938,(+/- 3120 ),106626,(+/- 4184 ),71274,(+/- 3242 ),87818,(+/- 3480 ),106961,(+/- 3508 ),43710,(+/- 2730 ),83959,(+/- 4058 ),123369,(+/- 3982 ),71126,(+/- 3361 ),67770,(+/- 3132 ),127376,(+/- 4435 ),52749,(+/- 2645 ),80017,(+/- 3518 ),102523,(+/- 3431 ),107024,(+/- 4140 ),110783,(+/- 4105 ),58073,(+/- 3277 ),108736,(+/- 4290 ),97213,(+/- 3761 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,1545,(+/- 813 ),680,(+/- 420 ),640,(+/- 379 ),1059,(+/- 553 ),816,(+/- 335 ),552,(+/- 393 ),420,(+/- 204 ),946,(+/- 464 ),577,(+/- 266 ),664,(+/- 354 ),373,(+/- 312 ),65,(+/- 106 ),289,(+/- 243 ),188,(+/- 165 ),468,(+/- 284 ),813,(+/- 461 ),102,(+/- 111 ),182,(+/- 168 ),372,(+/- 227 ),360,(+/- 236 ),1192,(+/- 563 ),1198,(+/- 459 ),820,(+/- 391 ),703,(+/- 436 ),735,(+/- 447 ),511,(+/- 307 ),500,(+/- 284 ),66,(+/- 108 ),152,(+/- 120 ),271,(+/- 217 ),609,(+/- 296 ),199,(+/- 129 ),127,(+/- 120 ),56,(+/- 66 ),526,(+/- 286 ),1191,(+/- 536 ),357,(+/- 292 ),683,(+/- 273 ),715,(+/- 378 ),326,(+/- 194 ),945,(+/- 408 ),799,(+/- 458 ),340,(+/- 267 ),533,(+/- 220 ),225,(+/- 193 ),396,(+/- 228 ),254,(+/- 185 ),773,(+/- 259 ),112,(+/- 108 ),396,(+/- 245 ),629,(+/- 363 ),282,(+/- 242 ),424,(+/- 209 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,18114,(+/- 1741 ),6317,(+/- 1118 ),8739,(+/- 1679 ),8709,(+/- 1427 ),5525,(+/- 1074 ),8726,(+/- 1299 ),8111,(+/- 1089 ),17858,(+/- 1953 ),9101,(+/- 1424 ),10518,(+/- 1622 ),4930,(+/- 1061 ),1287,(+/- 544 ),2993,(+/- 945 ),2250,(+/- 745 ),2336,(+/- 612 ),15276,(+/- 1683 ),2504,(+/- 641 ),2386,(+/- 634 ),1971,(+/- 484 ),4274,(+/- 945 ),16706,(+/- 1751 ),14535,(+/- 1902 ),17192,(+/- 2273 ),5603,(+/- 1009 ),8052,(+/- 1312 ),3086,(+/- 739 ),3144,(+/- 676 ),1359,(+/- 437 ),1579,(+/- 468 ),2043,(+/- 602 ),7591,(+/- 1309 ),4372,(+/- 777 ),1681,(+/- 556 ),2033,(+/- 812 ),5517,(+/- 989 ),13468,(+/- 1633 ),2367,(+/- 755 ),4591,(+/- 886 ),3534,(+/- 774 ),2870,(+/- 746 ),6813,(+/- 1199 ),6459,(+/- 1132 ),3537,(+/- 720 ),3382,(+/- 758 ),3349,(+/- 914 ),2979,(+/- 625 ),3081,(+/- 746 ),3382,(+/- 704 ),3182,(+/- 630 ),3981,(+/- 909 ),7560,(+/- 1426 ),2380,(+/- 718 ),4822,(+/- 970 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",33435,(+/- 2839 ),16272,(+/- 1994 ),23336,(+/- 2492 ),25195,(+/- 2552 ),18011,(+/- 2045 ),26784,(+/- 2364 ),26329,(+/- 2221 ),33938,(+/- 3077 ),19656,(+/- 2131 ),25134,(+/- 2325 ),13695,(+/- 1977 ),2727,(+/- 789 ),9849,(+/- 1434 ),4804,(+/- 873 ),8394,(+/- 1205 ),24195,(+/- 2405 ),4962,(+/- 1052 ),3800,(+/- 862 ),5436,(+/- 996 ),11399,(+/- 1568 ),26278,(+/- 2522 ),35077,(+/- 2710 ),30825,(+/- 2543 ),13913,(+/- 1881 ),19378,(+/- 1968 ),11799,(+/- 1461 ),7235,(+/- 1028 ),4216,(+/- 902 ),7948,(+/- 1162 ),7445,(+/- 1158 ),19779,(+/- 2042 ),13899,(+/- 1614 ),4341,(+/- 869 ),5793,(+/- 965 ),22076,(+/- 2237 ),34719,(+/- 3062 ),8592,(+/- 1343 ),13145,(+/- 1396 ),11346,(+/- 1635 ),8428,(+/- 1174 ),22498,(+/- 1878 ),16111,(+/- 2083 ),10301,(+/- 1218 ),14594,(+/- 1535 ),8582,(+/- 1398 ),7678,(+/- 1336 ),9849,(+/- 1335 ),7921,(+/- 1465 ),8987,(+/- 1490 ),14537,(+/- 1799 ),15710,(+/- 1742 ),8572,(+/- 1348 ),10065,(+/- 1296 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",24349,(+/- 2164 ),20655,(+/- 1949 ),21510,(+/- 2018 ),32580,(+/- 2854 ),23205,(+/- 2009 ),25683,(+/- 2173 ),34459,(+/- 2743 ),19657,(+/- 2148 ),27082,(+/- 2279 ),29402,(+/- 2368 ),18164,(+/- 1880 ),8240,(+/- 1277 ),12572,(+/- 1618 ),10631,(+/- 1326 ),14795,(+/- 1679 ),15143,(+/- 1944 ),10444,(+/- 1232 ),7191,(+/- 1081 ),12298,(+/- 1427 ),16909,(+/- 1995 ),11958,(+/- 1608 ),26640,(+/- 2639 ),30175,(+/- 2808 ),21303,(+/- 2111 ),23254,(+/- 2105 ),20607,(+/- 2196 ),12903,(+/- 1232 ),9772,(+/- 1228 ),15828,(+/- 1824 ),13629,(+/- 1681 ),20931,(+/- 2040 ),21240,(+/- 2085 ),7051,(+/- 1169 ),8539,(+/- 1202 ),27757,(+/- 2667 ),25993,(+/- 2896 ),11877,(+/- 1539 ),23593,(+/- 2054 ),19156,(+/- 1762 ),14498,(+/- 1753 ),28368,(+/- 2772 ),25582,(+/- 2388 ),18060,(+/- 1775 ),21719,(+/- 1925 ),16587,(+/- 2076 ),13385,(+/- 1642 ),15864,(+/- 1617 ),12313,(+/- 1699 ),12161,(+/- 1377 ),23238,(+/- 2492 ),15709,(+/- 1708 ),16898,(+/- 1835 ),22338,(+/- 2345 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",13797,(+/- 1997 ),15682,(+/- 1657 ),18808,(+/- 1969 ),27394,(+/- 2302 ),26478,(+/- 2462 ),13645,(+/- 1580 ),25178,(+/- 2398 ),12950,(+/- 1807 ),17361,(+/- 1998 ),19170,(+/- 2392 ),18337,(+/- 2311 ),8822,(+/- 1338 ),15350,(+/- 1771 ),15297,(+/- 1772 ),21749,(+/- 1870 ),6490,(+/- 1384 ),14043,(+/- 1584 ),11611,(+/- 1370 ),18417,(+/- 1946 ),14560,(+/- 1465 ),4739,(+/- 919 ),13728,(+/- 2042 ),13079,(+/- 1555 ),16795,(+/- 1795 ),22375,(+/- 2189 ),20425,(+/- 1769 ),15914,(+/- 1777 ),11596,(+/- 1793 ),16397,(+/- 1681 ),18647,(+/- 1804 ),16369,(+/- 2074 ),16794,(+/- 1526 ),11278,(+/- 1636 ),6819,(+/- 982 ),15919,(+/- 1916 ),14924,(+/- 1687 ),12304,(+/- 1625 ),21088,(+/- 1691 ),21309,(+/- 2052 ),8263,(+/- 1160 ),13995,(+/- 2202 ),29234,(+/- 2947 ),13506,(+/- 1531 ),14916,(+/- 1667 ),21872,(+/- 1812 ),12440,(+/- 1552 ),18110,(+/- 1818 ),17306,(+/- 1733 ),16033,(+/- 1872 ),24430,(+/- 2083 ),11065,(+/- 1942 ),20618,(+/- 2174 ),21767,(+/- 2608 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",8429,(+/- 1340 ),14467,(+/- 1658 ),12741,(+/- 1852 ),18286,(+/- 1756 ),16304,(+/- 1690 ),6580,(+/- 1215 ),13358,(+/- 1453 ),6767,(+/- 1643 ),10667,(+/- 1604 ),8465,(+/- 1549 ),16872,(+/- 1539 ),9395,(+/- 1433 ),12507,(+/- 1426 ),16710,(+/- 2057 ),22802,(+/- 1735 ),1844,(+/- 504 ),17047,(+/- 1795 ),14102,(+/- 1844 ),18100,(+/- 2141 ),11057,(+/- 1570 ),1843,(+/- 803 ),6428,(+/- 1395 ),6418,(+/- 1357 ),12181,(+/- 1581 ),16167,(+/- 1713 ),17384,(+/- 1681 ),14152,(+/- 1925 ),11061,(+/- 1662 ),13368,(+/- 1466 ),18770,(+/- 2000 ),9929,(+/- 1711 ),12023,(+/- 1551 ),11338,(+/- 1548 ),5934,(+/- 968 ),7370,(+/- 1381 ),7805,(+/- 1278 ),9629,(+/- 1405 ),13842,(+/- 1568 ),16471,(+/- 1918 ),5158,(+/- 977 ),6304,(+/- 1184 ),24364,(+/- 2209 ),11617,(+/- 1610 ),7846,(+/- 1230 ),22090,(+/- 2201 ),8541,(+/- 1487 ),14160,(+/- 1665 ),16483,(+/- 2256 ),16641,(+/- 1885 ),20155,(+/- 2409 ),4186,(+/- 1049 ),17733,(+/- 1911 ),15851,(+/- 1994 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",6623,(+/- 1043 ),40960,(+/- 2311 ),11496,(+/- 1215 ),25707,(+/- 2215 ),18741,(+/- 1867 ),6149,(+/- 1147 ),13703,(+/- 1431 ),3595,(+/- 1031 ),13677,(+/- 1900 ),5993,(+/- 1145 ),44003,(+/- 2707 ),45638,(+/- 3119 ),35323,(+/- 2238 ),55273,(+/- 2852 ),51245,(+/- 2753 ),2111,(+/- 624 ),46781,(+/- 2830 ),72418,(+/- 3259 ),43515,(+/- 2592 ),23843,(+/- 2487 ),1295,(+/- 486 ),6888,(+/- 1187 ),4758,(+/- 1150 ),22879,(+/- 1989 ),26288,(+/- 2057 ),26512,(+/- 2201 ),31306,(+/- 2455 ),32573,(+/- 2325 ),8112,(+/- 1071 ),47385,(+/- 2868 ),8021,(+/- 1252 ),9522,(+/- 1226 ),66427,(+/- 2842 ),8038,(+/- 1152 ),3773,(+/- 913 ),8526,(+/- 1198 ),26148,(+/- 2162 ),10876,(+/- 1549 ),34430,(+/- 2175 ),4167,(+/- 813 ),5036,(+/- 1019 ),20820,(+/- 2428 ),13765,(+/- 1643 ),4780,(+/- 1048 ),54671,(+/- 3445 ),7330,(+/- 1128 ),18699,(+/- 1882 ),44345,(+/- 3069 ),49908,(+/- 2927 ),24046,(+/- 2357 ),3214,(+/- 759 ),42253,(+/- 2448 ),21946,(+/- 2087 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1501,(+/- 38 ),2433,(+/- 69 ),1868,(+/- 57 ),2035,(+/- 50 ),2132,(+/- 38 ),1651,(+/- 38 ),1860,(+/- 34 ),1429,(+/- 32 ),1839,(+/- 44 ),1729,(+/- 38 ),2580,(+/- 69 ),3430,(+/- 111 ),2635,(+/- 82 ),3108,(+/- 84 ),2788,(+/- 48 ),1337,(+/- 37 ),2966,(+/- 63 ),3661,(+/- 100 ),2819,(+/- 51 ),2284,(+/- 63 ),1216,(+/- 26 ),1523,(+/- 39 ),1540,(+/- 38 ),2154,(+/- 55 ),2150,(+/- 47 ),2347,(+/- 51 ),2602,(+/- 62 ),2876,(+/- 82 ),2189,(+/- 43 ),2821,(+/- 53 ),1833,(+/- 54 ),1984,(+/- 41 ),3693,(+/- 78 ),2160,(+/- 92 ),1710,(+/- 32 ),1566,(+/- 41 ),2507,(+/- 94 ),2045,(+/- 47 ),2439,(+/- 56 ),1841,(+/- 52 ),1688,(+/- 28 ),2218,(+/- 42 ),2123,(+/- 66 ),1844,(+/- 40 ),2796,(+/- 59 ),2078,(+/- 61 ),2303,(+/- 45 ),2790,(+/- 71 ),2892,(+/- 66 ),2271,(+/- 50 ),1673,(+/- 59 ),2658,(+/- 65 ),2252,(+/- 48 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,70705,(+/- 3626 ),61545,(+/- 2900 ),43052,(+/- 2949 ),60863,(+/- 2773 ),48540,(+/- 2938 ),37144,(+/- 2543 ),45335,(+/- 2345 ),43461,(+/- 3234 ),37780,(+/- 2703 ),36610,(+/- 2446 ),47350,(+/- 2945 ),38119,(+/- 2337 ),36350,(+/- 2282 ),44622,(+/- 2418 ),34911,(+/- 2138 ),31296,(+/- 2592 ),41544,(+/- 2348 ),49591,(+/- 2547 ),34479,(+/- 2190 ),35509,(+/- 2305 ),29512,(+/- 2635 ),39934,(+/- 2493 ),42214,(+/- 2762 ),47085,(+/- 2830 ),30958,(+/- 2360 ),39085,(+/- 2388 ),42451,(+/- 2705 ),26311,(+/- 2124 ),22979,(+/- 1740 ),35079,(+/- 2375 ),31694,(+/- 2159 ),34069,(+/- 1765 ),45578,(+/- 2355 ),16394,(+/- 1567 ),25850,(+/- 1980 ),68102,(+/- 2961 ),23289,(+/- 1699 ),35598,(+/- 2265 ),41165,(+/- 2846 ),16362,(+/- 1865 ),24859,(+/- 2090 ),34510,(+/- 2548 ),26881,(+/- 2112 ),21507,(+/- 1952 ),46669,(+/- 2810 ),20098,(+/- 1750 ),29861,(+/- 2283 ),51401,(+/- 3053 ),40709,(+/- 2605 ),39517,(+/- 2657 ),29258,(+/- 2120 ),39561,(+/- 2928 ),32422,(+/- 2330 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,9478,(+/- 1256 ),9096,(+/- 1197 ),6111,(+/- 1264 ),4708,(+/- 1193 ),4027,(+/- 753 ),4665,(+/- 1031 ),3046,(+/- 710 ),8353,(+/- 1317 ),2978,(+/- 698 ),4598,(+/- 1001 ),1945,(+/- 508 ),4311,(+/- 940 ),1588,(+/- 569 ),2318,(+/- 613 ),3065,(+/- 687 ),4953,(+/- 854 ),2739,(+/- 716 ),1436,(+/- 476 ),2253,(+/- 774 ),3367,(+/- 770 ),5206,(+/- 988 ),6666,(+/- 1072 ),7067,(+/- 1420 ),4809,(+/- 994 ),2970,(+/- 719 ),3960,(+/- 777 ),2816,(+/- 737 ),1053,(+/- 384 ),1167,(+/- 372 ),1312,(+/- 444 ),4633,(+/- 839 ),5853,(+/- 1000 ),1619,(+/- 528 ),1840,(+/- 426 ),3760,(+/- 668 ),9284,(+/- 1211 ),1540,(+/- 531 ),5464,(+/- 818 ),3191,(+/- 744 ),2822,(+/- 649 ),3089,(+/- 836 ),3362,(+/- 780 ),4069,(+/- 820 ),3911,(+/- 769 ),3919,(+/- 846 ),2772,(+/- 611 ),2277,(+/- 475 ),5675,(+/- 1066 ),2756,(+/- 820 ),5431,(+/- 1005 ),7387,(+/- 1136 ),2457,(+/- 682 ),3630,(+/- 947 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,17900,(+/- 1892 ),10675,(+/- 1423 ),8998,(+/- 1253 ),10132,(+/- 1369 ),7324,(+/- 1266 ),10255,(+/- 1368 ),8859,(+/- 1292 ),11608,(+/- 1698 ),9602,(+/- 1475 ),9675,(+/- 1583 ),5193,(+/- 959 ),5858,(+/- 996 ),4473,(+/- 772 ),7813,(+/- 1354 ),5312,(+/- 857 ),9973,(+/- 1353 ),6597,(+/- 1123 ),4945,(+/- 774 ),4479,(+/- 838 ),7437,(+/- 1189 ),10428,(+/- 1522 ),9691,(+/- 1228 ),10237,(+/- 1564 ),8342,(+/- 1396 ),5193,(+/- 969 ),7199,(+/- 1112 ),7115,(+/- 859 ),3243,(+/- 743 ),3943,(+/- 884 ),3683,(+/- 967 ),6560,(+/- 1125 ),6531,(+/- 907 ),5458,(+/- 919 ),3369,(+/- 710 ),6464,(+/- 1116 ),12455,(+/- 1477 ),3687,(+/- 759 ),11329,(+/- 1290 ),7197,(+/- 1201 ),4337,(+/- 717 ),6386,(+/- 1133 ),6423,(+/- 1109 ),6348,(+/- 1008 ),5768,(+/- 988 ),5776,(+/- 991 ),4294,(+/- 733 ),7273,(+/- 1228 ),8472,(+/- 1471 ),5685,(+/- 1035 ),4934,(+/- 920 ),7688,(+/- 1324 ),6137,(+/- 1076 ),7350,(+/- 1161 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,21409,(+/- 2169 ),17182,(+/- 1796 ),14654,(+/- 1727 ),18150,(+/- 1854 ),14234,(+/- 1411 ),11617,(+/- 1389 ),16247,(+/- 1612 ),12413,(+/- 1356 ),10643,(+/- 1530 ),11940,(+/- 1418 ),12405,(+/- 1332 ),7808,(+/- 1020 ),8364,(+/- 1184 ),10023,(+/- 1286 ),9264,(+/- 1463 ),8861,(+/- 1462 ),10393,(+/- 1411 ),9453,(+/- 1077 ),7078,(+/- 1039 ),9533,(+/- 1344 ),8247,(+/- 1293 ),11674,(+/- 1433 ),13256,(+/- 1827 ),12051,(+/- 1525 ),9744,(+/- 1355 ),9248,(+/- 1438 ),12429,(+/- 1347 ),6845,(+/- 1235 ),5526,(+/- 945 ),7087,(+/- 1156 ),10048,(+/- 1358 ),10977,(+/- 1312 ),6913,(+/- 1067 ),4974,(+/- 869 ),7497,(+/- 1084 ),17902,(+/- 1855 ),6263,(+/- 1064 ),10122,(+/- 1465 ),10868,(+/- 1431 ),6278,(+/- 1120 ),8492,(+/- 1192 ),9679,(+/- 1395 ),8336,(+/- 1190 ),7128,(+/- 1108 ),9494,(+/- 1265 ),7322,(+/- 1182 ),8665,(+/- 1116 ),11733,(+/- 1222 ),9694,(+/- 1396 ),9470,(+/- 1126 ),8971,(+/- 1271 ),9659,(+/- 1317 ),8384,(+/- 1137 )
