Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE
Housing,Gross Rent,"$1,000 to $1,499",12117,(+/- 2080 ),11118,(+/- 1825 ),9270,(+/- 1708 ),13840,(+/- 2293 ),36666,(+/- 2397 ),48281,(+/- 3509 ),48487,(+/- 3319 ),52102,(+/- 3909 ),78641,(+/- 4282 ),46562,(+/- 3862 ),42189,(+/- 2677 ),29088,(+/- 2764 ),79738,(+/- 5044 ),65530,(+/- 4142 ),90205,(+/- 4937 ),47644,(+/- 3276 ),24890,(+/- 2490 ),30849,(+/- 2654 ),18982,(+/- 1994 ),35003,(+/- 2953 ),16972,(+/- 2021 ),11321,(+/- 1888 ),13113,(+/- 1784 ),16781,(+/- 2046 ),24395,(+/- 2562 ),16929,(+/- 2177 ),10823,(+/- 1692 )
Housing,Gross Rent,"$1,500 to $1,999",14365,(+/- 1927 ),12332,(+/- 1782 ),10577,(+/- 1414 ),13376,(+/- 2080 ),24420,(+/- 2430 ),48254,(+/- 3453 ),39827,(+/- 2772 ),35043,(+/- 2886 ),42785,(+/- 2860 ),30199,(+/- 3246 ),26699,(+/- 2830 ),48897,(+/- 3639 ),39501,(+/- 3687 ),44946,(+/- 3331 ),27415,(+/- 2634 ),30372,(+/- 2720 ),18195,(+/- 1913 ),12930,(+/- 1859 ),3696,(+/- 931 ),7146,(+/- 1234 ),3758,(+/- 837 ),1058,(+/- 397 ),2570,(+/- 635 ),2139,(+/- 692 ),4796,(+/- 1186 ),1588,(+/- 563 ),2151,(+/- 801 )
Housing,Gross Rent,"$2,000 to $2,499",10973,(+/- 1773 ),6549,(+/- 1363 ),7733,(+/- 1475 ),6988,(+/- 1619 ),5142,(+/- 1127 ),15717,(+/- 1939 ),20088,(+/- 2264 ),14664,(+/- 1754 ),14141,(+/- 1925 ),26575,(+/- 2968 ),6227,(+/- 1260 ),42235,(+/- 4544 ),16897,(+/- 2131 ),14588,(+/- 1626 ),3710,(+/- 1118 ),8540,(+/- 1463 ),12445,(+/- 1976 ),4056,(+/- 1223 ),1531,(+/- 465 ),2798,(+/- 1059 ),700,(+/- 309 ),498,(+/- 380 ),787,(+/- 366 ),384,(+/- 316 ),1480,(+/- 532 ),856,(+/- 483 ),445,(+/- 298 )
Housing,Gross Rent,"$2,500 to $2,999",3080,(+/- 1006 ),2262,(+/- 791 ),3521,(+/- 875 ),3833,(+/- 1217 ),1200,(+/- 539 ),2801,(+/- 801 ),11949,(+/- 1702 ),6602,(+/- 1088 ),4449,(+/- 845 ),19637,(+/- 2607 ),1210,(+/- 476 ),34013,(+/- 2963 ),7553,(+/- 1603 ),2274,(+/- 636 ),573,(+/- 438 ),3346,(+/- 911 ),3710,(+/- 993 ),1937,(+/- 1016 ),464,(+/- 299 ),769,(+/- 412 ),543,(+/- 364 ),121,(+/- 145 ),159,(+/- 173 ),152,(+/- 186 ),357,(+/- 291 ),254,(+/- 229 ),541,(+/- 446 )
Housing,Gross Rent,"$3,000 or more",2254,(+/- 763 ),798,(+/- 489 ),3888,(+/- 1115 ),2705,(+/- 995 ),207,(+/- 215 ),2408,(+/- 589 ),13065,(+/- 1726 ),6204,(+/- 1100 ),4665,(+/- 1092 ),45016,(+/- 3778 ),680,(+/- 335 ),60735,(+/- 5275 ),5716,(+/- 1278 ),879,(+/- 388 ),348,(+/- 251 ),3173,(+/- 810 ),5512,(+/- 1410 ),1316,(+/- 436 ),109,(+/- 130 ),659,(+/- 405 ),599,(+/- 375 ),554,(+/- 288 ),165,(+/- 219 ),534,(+/- 344 ),870,(+/- 491 ),145,(+/- 175 ),444,(+/- 284 )
Housing,Gross Rent,Median (dollars),1698,(+/- 69 ),1594,(+/- 64 ),1763,(+/- 73 ),1581,(+/- 69 ),1289,(+/- 30 ),1499,(+/- 27 ),1362,(+/- 30 ),1221,(+/- 28 ),1308,(+/- 20 ),1819,(+/- 65 ),1333,(+/- 23 ),2105,(+/- 48 ),1122,(+/- 22 ),1392,(+/- 19 ),1047,(+/- 19 ),1315,(+/- 27 ),1525,(+/- 60 ),1206,(+/- 35 ),886,(+/- 24 ),930,(+/- 22 ),809,(+/- 21 ),715,(+/- 19 ),717,(+/- 20 ),790,(+/- 16 ),856,(+/- 15 ),740,(+/- 16 ),757,(+/- 17 )
Housing,Gross Rent,No rent paid,1931,(+/- 802 ),2531,(+/- 855 ),2297,(+/- 769 ),3121,(+/- 892 ),4624,(+/- 1123 ),8048,(+/- 1731 ),4460,(+/- 1103 ),4020,(+/- 885 ),5606,(+/- 1205 ),6924,(+/- 1771 ),3497,(+/- 1008 ),5017,(+/- 1599 ),6439,(+/- 1829 ),4250,(+/- 1204 ),6549,(+/- 1475 ),3342,(+/- 916 ),3361,(+/- 869 ),4485,(+/- 1070 ),6078,(+/- 1097 ),2653,(+/- 917 ),5846,(+/- 1070 ),5152,(+/- 926 ),5585,(+/- 970 ),4142,(+/- 827 ),2563,(+/- 786 ),3886,(+/- 923 ),3688,(+/- 752 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,237708,(+/- 4327 ),217363,(+/- 4625 ),247036,(+/- 4458 ),230997,(+/- 4100 ),224668,(+/- 4380 ),266579,(+/- 5283 ),256169,(+/- 5089 ),284949,(+/- 5900 ),274241,(+/- 5321 ),302765,(+/- 7118 ),257947,(+/- 3775 ),358652,(+/- 7152 ),292811,(+/- 7437 ),234113,(+/- 5817 ),253527,(+/- 4945 ),265359,(+/- 5373 ),242934,(+/- 3562 ),247953,(+/- 3909 ),262401,(+/- 4415 ),279485,(+/- 3761 ),277069,(+/- 4448 ),270214,(+/- 3456 ),272324,(+/- 3524 ),278410,(+/- 3786 ),288805,(+/- 3129 ),298589,(+/- 4062 ),285986,(+/- 4406 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",9590,(+/- 1733 ),6683,(+/- 1226 ),6304,(+/- 1113 ),7875,(+/- 1418 ),13693,(+/- 1887 ),21006,(+/- 2421 ),26449,(+/- 2824 ),39294,(+/- 2739 ),29016,(+/- 2735 ),23227,(+/- 2708 ),21818,(+/- 2579 ),23367,(+/- 2529 ),39697,(+/- 3572 ),17303,(+/- 2345 ),48756,(+/- 3609 ),18333,(+/- 2413 ),9557,(+/- 1458 ),10730,(+/- 1701 ),14289,(+/- 1706 ),14023,(+/- 2012 ),17693,(+/- 2217 ),17688,(+/- 2255 ),21028,(+/- 1779 ),19722,(+/- 2223 ),24531,(+/- 2601 ),30453,(+/- 3043 ),11638,(+/- 1307 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",6208,(+/- 1665 ),5369,(+/- 1202 ),5925,(+/- 1028 ),5985,(+/- 1038 ),8708,(+/- 1657 ),12345,(+/- 1983 ),17748,(+/- 2186 ),18760,(+/- 1594 ),15480,(+/- 1833 ),11835,(+/- 1643 ),9020,(+/- 1312 ),11254,(+/- 2506 ),23710,(+/- 2769 ),10860,(+/- 1525 ),28106,(+/- 2868 ),12938,(+/- 2063 ),6685,(+/- 1396 ),8342,(+/- 1728 ),13365,(+/- 1652 ),13310,(+/- 1757 ),14066,(+/- 1702 ),16160,(+/- 1870 ),15445,(+/- 1415 ),14420,(+/- 1514 ),14806,(+/- 2015 ),20757,(+/- 2124 ),10422,(+/- 1649 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",14422,(+/- 2152 ),13921,(+/- 1670 ),12951,(+/- 1721 ),11773,(+/- 1656 ),16768,(+/- 2068 ),25697,(+/- 2551 ),27715,(+/- 2622 ),27223,(+/- 2767 ),24561,(+/- 2273 ),22189,(+/- 2912 ),21772,(+/- 2181 ),18782,(+/- 2815 ),38347,(+/- 3272 ),23110,(+/- 2406 ),37584,(+/- 3080 ),21337,(+/- 2291 ),15842,(+/- 2246 ),17808,(+/- 2302 ),28617,(+/- 2168 ),25466,(+/- 2429 ),28987,(+/- 2491 ),30077,(+/- 2441 ),31981,(+/- 1860 ),26841,(+/- 2401 ),27699,(+/- 2471 ),34432,(+/- 2497 ),23832,(+/- 2057 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",13451,(+/- 1614 ),12866,(+/- 1924 ),11834,(+/- 1855 ),14514,(+/- 1795 ),20513,(+/- 2301 ),24757,(+/- 2139 ),19665,(+/- 2217 ),21014,(+/- 2172 ),25918,(+/- 2402 ),23707,(+/- 3288 ),19460,(+/- 2375 ),17638,(+/- 2317 ),31273,(+/- 3366 ),25311,(+/- 2595 ),28199,(+/- 2934 ),21927,(+/- 2841 ),15346,(+/- 2540 ),18136,(+/- 2122 ),25581,(+/- 1840 ),25451,(+/- 2633 ),29687,(+/- 2103 ),26746,(+/- 2219 ),30917,(+/- 2143 ),24338,(+/- 2487 ),28376,(+/- 2256 ),30589,(+/- 2642 ),26452,(+/- 2395 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",20710,(+/- 2323 ),15231,(+/- 1778 ),18789,(+/- 2005 ),17871,(+/- 1871 ),26933,(+/- 2436 ),28264,(+/- 2193 ),27869,(+/- 2521 ),31052,(+/- 2859 ),31340,(+/- 2632 ),22694,(+/- 2712 ),25368,(+/- 2405 ),27161,(+/- 2788 ),29935,(+/- 2881 ),31896,(+/- 3267 ),36611,(+/- 3337 ),27830,(+/- 2436 ),21558,(+/- 2320 ),26564,(+/- 2746 ),31000,(+/- 2317 ),32969,(+/- 2557 ),40029,(+/- 3523 ),36259,(+/- 2663 ),39386,(+/- 2307 ),39186,(+/- 2887 ),37826,(+/- 3153 ),39243,(+/- 3153 ),39641,(+/- 3066 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",35676,(+/- 3152 ),31179,(+/- 2265 ),28078,(+/- 2651 ),29461,(+/- 2317 ),37928,(+/- 2496 ),43591,(+/- 2914 ),35638,(+/- 2988 ),42078,(+/- 2623 ),44704,(+/- 3167 ),33322,(+/- 3056 ),36622,(+/- 3147 ),44140,(+/- 4468 ),46963,(+/- 4487 ),44598,(+/- 3687 ),35256,(+/- 3343 ),38935,(+/- 3003 ),34261,(+/- 2498 ),35617,(+/- 2608 ),44284,(+/- 2648 ),48992,(+/- 3320 ),53234,(+/- 3139 ),53076,(+/- 2712 ),50562,(+/- 2891 ),51047,(+/- 3080 ),50256,(+/- 2219 ),50540,(+/- 3315 ),54718,(+/- 3584 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",30717,(+/- 2789 ),30153,(+/- 2271 ),27212,(+/- 2201 ),27737,(+/- 2512 ),32057,(+/- 2537 ),35568,(+/- 2798 ),27908,(+/- 2051 ),33417,(+/- 2768 ),32496,(+/- 2547 ),28424,(+/- 3371 ),31545,(+/- 2576 ),36038,(+/- 3735 ),31274,(+/- 2828 ),28803,(+/- 2263 ),18056,(+/- 2428 ),30235,(+/- 2603 ),23804,(+/- 2513 ),30731,(+/- 2966 ),33651,(+/- 2261 ),35848,(+/- 2787 ),37250,(+/- 2563 ),35895,(+/- 2878 ),34263,(+/- 2007 ),37094,(+/- 2556 ),36091,(+/- 2587 ),34880,(+/- 2379 ),43630,(+/- 2779 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",47875,(+/- 2977 ),45708,(+/- 3008 ),45841,(+/- 3138 ),46286,(+/- 3202 ),37880,(+/- 2346 ),41489,(+/- 2972 ),32799,(+/- 2478 ),37135,(+/- 2422 ),38068,(+/- 2787 ),41689,(+/- 3639 ),47986,(+/- 3124 ),56980,(+/- 5520 ),28782,(+/- 3103 ),31091,(+/- 2396 ),15380,(+/- 2277 ),39001,(+/- 3791 ),43371,(+/- 2859 ),46625,(+/- 2576 ),40639,(+/- 2910 ),46412,(+/- 2599 ),36817,(+/- 2384 ),35102,(+/- 2165 ),32424,(+/- 1960 ),41490,(+/- 2597 ),41302,(+/- 2645 ),35178,(+/- 2691 ),45545,(+/- 2750 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",28974,(+/- 2184 ),29222,(+/- 2667 ),33061,(+/- 2772 ),30873,(+/- 2671 ),16384,(+/- 2068 ),18264,(+/- 1926 ),18527,(+/- 1996 ),17365,(+/- 1792 ),15622,(+/- 1652 ),26701,(+/- 2708 ),22202,(+/- 2134 ),36981,(+/- 3329 ),11888,(+/- 2104 ),12390,(+/- 1452 ),3570,(+/- 766 ),20921,(+/- 1990 ),28358,(+/- 2703 ),24653,(+/- 2443 ),16435,(+/- 1602 ),17610,(+/- 1510 ),12058,(+/- 1415 ),11560,(+/- 1199 ),9087,(+/- 1178 ),13744,(+/- 1534 ),15303,(+/- 1732 ),13092,(+/- 1729 ),16700,(+/- 1658 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",30085,(+/- 2275 ),27031,(+/- 2136 ),57041,(+/- 2621 ),38622,(+/- 2647 ),13804,(+/- 1613 ),15598,(+/- 1786 ),21851,(+/- 2181 ),17611,(+/- 1644 ),17036,(+/- 1716 ),68977,(+/- 4413 ),22154,(+/- 1962 ),86311,(+/- 4740 ),10942,(+/- 1716 ),8751,(+/- 1127 ),2009,(+/- 734 ),33902,(+/- 1904 ),44152,(+/- 2766 ),28747,(+/- 2315 ),14540,(+/- 1427 ),19404,(+/- 1969 ),7248,(+/- 1156 ),7651,(+/- 1171 ),7231,(+/- 970 ),10528,(+/- 1283 ),12615,(+/- 1543 ),9425,(+/- 1490 ),13408,(+/- 1597 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),90435,(+/- 2495 ),93362,(+/- 3446 ),111504,(+/- 2860 ),100178,(+/- 4439 ),66529,(+/- 1797 ),61956,(+/- 2069 ),55207,(+/- 2616 ),51634,(+/- 1184 ),54895,(+/- 2371 ),85756,(+/- 4917 ),71072,(+/- 2258 ),100281,(+/- 4342 ),41103,(+/- 2662 ),53512,(+/- 2619 ),29234,(+/- 1776 ),69086,(+/- 2968 ),94451,(+/- 4100 ),80493,(+/- 3409 ),59619,(+/- 2021 ),64226,(+/- 2681 ),52350,(+/- 1216 ),52967,(+/- 1447 ),48730,(+/- 1628 ),56388,(+/- 1415 ),53723,(+/- 1646 ),47358,(+/- 1888 ),62698,(+/- 1849 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),114484,(+/- 3296 ),112522,(+/- 2910 ),154143,(+/- 3812 ),127276,(+/- 3601 ),84792,(+/- 2155 ),80342,(+/- 2579 ),86908,(+/- 3791 ),76563,(+/- 2565 ),81236,(+/- 3313 ),158614,(+/- 6206 ),91390,(+/- 2540 ),160893,(+/- 6128 ),62863,(+/- 2803 ),70658,(+/- 2132 ),42081,(+/- 1774 ),111915,(+/- 3322 ),132283,(+/- 4337 ),108185,(+/- 3238 ),80158,(+/- 1851 ),85602,(+/- 2528 ),68200,(+/- 1844 ),67998,(+/- 1782 ),63443,(+/- 1444 ),73347,(+/- 1710 ),73702,(+/- 2120 ),64320,(+/- 1930 ),80994,(+/- 2006 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,710732,(+/- 5396 ),710420,(+/- 8399 ),725049,(+/- 11623 ),717958,(+/- 13483 ),787449,(+/- 15976 ),749219,(+/- 17024 ),758322,(+/- 18165 ),767411,(+/- 19570 ),735528,(+/- 19152 ),706932,(+/- 18449 ),730723,(+/- 11713 ),711241,(+/- 18862 ),806393,(+/- 17938 ),679864,(+/- 20468 ),765494,(+/- 19152 ),728089,(+/- 13776 ),736162,(+/- 6041 ),707456,(+/- 7091 ),681539,(+/- 6710 ),712183,(+/- 5976 ),678466,(+/- 4347 ),690965,(+/- 4186 ),689485,(+/- 4525 ),697572,(+/- 3710 ),713800,(+/- 3272 ),703629,(+/- 4400 ),703515,(+/- 6467 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,675544,(+/- 7062 ),670123,(+/- 10279 ),699075,(+/- 11498 ),682351,(+/- 12157 ),726719,(+/- 14434 ),672608,(+/- 16424 ),688349,(+/- 17310 ),713985,(+/- 18648 ),681798,(+/- 17848 ),666241,(+/- 17677 ),690442,(+/- 11387 ),683503,(+/- 18437 ),732254,(+/- 18887 ),597770,(+/- 19133 ),694294,(+/- 17522 ),683103,(+/- 13957 ),681555,(+/- 9822 ),674497,(+/- 7871 ),647247,(+/- 7363 ),686729,(+/- 6767 ),644077,(+/- 5622 ),666435,(+/- 4512 ),648868,(+/- 6024 ),667788,(+/- 4242 ),687759,(+/- 4713 ),680884,(+/- 5130 ),678904,(+/- 6683 )
Socioeconomic,Health Insurance Coverage,With private health insurance,559420,(+/- 11179 ),543961,(+/- 12709 ),598520,(+/- 10657 ),568769,(+/- 13789 ),463081,(+/- 14227 ),442771,(+/- 12488 ),380789,(+/- 12933 ),442653,(+/- 15922 ),414959,(+/- 13870 ),469557,(+/- 14703 ),487893,(+/- 9729 ),569886,(+/- 18275 ),360662,(+/- 16567 ),357537,(+/- 14748 ),282150,(+/- 13356 ),499395,(+/- 15005 ),508062,(+/- 12165 ),535647,(+/- 10842 ),487775,(+/- 8279 ),540045,(+/- 10165 ),479235,(+/- 7934 ),481284,(+/- 8534 ),471991,(+/- 9260 ),507796,(+/- 8158 ),519261,(+/- 8576 ),459320,(+/- 8976 ),560667,(+/- 9767 )
Socioeconomic,Health Insurance Coverage,With public coverage,225882,(+/- 10779 ),218077,(+/- 8735 ),204894,(+/- 8663 ),210438,(+/- 8402 ),323164,(+/- 13483 ),291206,(+/- 11242 ),360306,(+/- 14791 ),332710,(+/- 14117 ),327371,(+/- 14351 ),262940,(+/- 11919 ),271560,(+/- 10439 ),171208,(+/- 8866 ),417028,(+/- 16570 ),304259,(+/- 12310 ),482955,(+/- 17065 ),282378,(+/- 10820 ),259278,(+/- 9562 ),231131,(+/- 8433 ),265392,(+/- 8331 ),254701,(+/- 7918 ),279346,(+/- 8536 ),291465,(+/- 8032 ),284595,(+/- 8307 ),272783,(+/- 7263 ),275161,(+/- 7589 ),320098,(+/- 9781 ),233622,(+/- 7626 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,35188,(+/- 4534 ),40297,(+/- 6511 ),25974,(+/- 3996 ),35607,(+/- 4373 ),60730,(+/- 5710 ),76611,(+/- 7643 ),69973,(+/- 6277 ),53426,(+/- 4120 ),53730,(+/- 5563 ),40691,(+/- 4444 ),40281,(+/- 4744 ),27738,(+/- 4371 ),74139,(+/- 8769 ),82094,(+/- 5909 ),71200,(+/- 6435 ),44986,(+/- 6256 ),54607,(+/- 7040 ),32959,(+/- 3874 ),34292,(+/- 3784 ),25454,(+/- 3503 ),34389,(+/- 4206 ),24530,(+/- 2822 ),40617,(+/- 4505 ),29784,(+/- 3238 ),26041,(+/- 3502 ),22745,(+/- 2990 ),24611,(+/- 3157 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,151819,(+/- 5058 ),155784,(+/- 6198 ),153373,(+/- 6216 ),162768,(+/- 6254 ),178122,(+/- 6880 ),145026,(+/- 7330 ),177188,(+/- 8982 ),159383,(+/- 7987 ),172630,(+/- 8199 ),136223,(+/- 7192 ),161758,(+/- 5515 ),85951,(+/- 6526 ),166814,(+/- 7474 ),142117,(+/- 8601 ),216756,(+/- 8103 ),160310,(+/- 7199 ),183183,(+/- 4202 ),167577,(+/- 3452 ),129864,(+/- 2669 ),142172,(+/- 2261 ),143653,(+/- 2253 ),144755,(+/- 1994 ),142046,(+/- 1905 ),149807,(+/- 1774 ),151881,(+/- 1540 ),144484,(+/- 4144 ),145342,(+/- 4536 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,2567,(+/- 999 ),5293,(+/- 1895 ),3139,(+/- 1068 ),3165,(+/- 1398 ),3918,(+/- 1240 ),3545,(+/- 1441 ),4669,(+/- 1545 ),3473,(+/- 1068 ),4202,(+/- 1298 ),2957,(+/- 1052 ),2620,(+/- 1027 ),803,(+/- 846 ),1937,(+/- 953 ),3861,(+/- 1277 ),2966,(+/- 857 ),4244,(+/- 1673 ),5255,(+/- 2976 ),4229,(+/- 1387 ),5067,(+/- 1276 ),2145,(+/- 1107 ),5523,(+/- 1847 ),3024,(+/- 1045 ),11679,(+/- 2383 ),3431,(+/- 1119 ),1830,(+/- 788 ),1674,(+/- 757 ),3850,(+/- 1238 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,5.3,(+/- 1.3 ),5.1,(+/- 1.0 ),3.3,(+/- 0.6 ),4.7,(+/- 0.8 ),10.3,(+/- 1.2 ),11.4,(+/- 1.3 ),20.0,(+/- 1.4 ),16.7,(+/- 1.4 ),13.9,(+/- 1.3 ),12.3,(+/- 1.4 ),11.0,(+/- 1.2 ),4.9,(+/- 0.9 ),23.9,(+/- 2.2 ),12.1,(+/- 1.4 ),32.5,(+/- 1.9 ),9.7,(+/- 1.4 ),7.7,(+/- 1.1 ),6.6,(+/- 0.9 ),9.0,(+/- 1.0 ),7.1,(+/- 1.0 ),8.9,(+/- 1.0 ),10.1,(+/- 1.3 ),10.0,(+/- 1.0 ),9.6,(+/- 1.0 ),11.2,(+/- 1.2 ),12.7,(+/- 1.3 ),5.6,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,8.9,(+/- 2.3 ),8.3,(+/- 2.0 ),4.8,(+/- 1.2 ),7.1,(+/- 1.5 ),14.4,(+/- 1.9 ),14.9,(+/- 2.5 ),26.8,(+/- 2.0 ),22.8,(+/- 2.5 ),18.7,(+/- 2.0 ),17.6,(+/- 2.6 ),16.5,(+/- 2.2 ),7.0,(+/- 1.9 ),34.7,(+/- 3.5 ),16.4,(+/- 2.1 ),41.4,(+/- 2.7 ),14.1,(+/- 2.1 ),12.4,(+/- 2.0 ),9.0,(+/- 1.6 ),15.3,(+/- 2.1 ),13.4,(+/- 2.2 ),15.8,(+/- 2.2 ),18.1,(+/- 2.6 ),18.3,(+/- 2.3 ),16.4,(+/- 1.9 ),19.7,(+/- 2.3 ),22.1,(+/- 2.4 ),10.3,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,4.6,(+/- 3.7 ),6.4,(+/- 3.5 ),2.4,(+/- 1.9 ),4.9,(+/- 3.1 ),13.5,(+/- 4.0 ),11.5,(+/- 4.4 ),19.5,(+/- 5.0 ),19.8,(+/- 6.0 ),14.2,(+/- 5.7 ),11.5,(+/- 3.5 ),12.3,(+/- 4.8 ),3.2,(+/- 2.6 ),27.4,(+/- 8.0 ),11.3,(+/- 4.4 ),36.2,(+/- 9.0 ),9.0,(+/- 5.0 ),9.2,(+/- 4.8 ),14.2,(+/- 5.6 ),21.1,(+/- 7.2 ),19.7,(+/- 5.9 ),18.9,(+/- 4.6 ),16.8,(+/- 6.0 ),19.4,(+/- 5.9 ),17.3,(+/- 4.8 ),21.5,(+/- 5.2 ),22.6,(+/- 6.2 ),14.5,(+/- 5.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,2.4,(+/- 1.0 ),2.7,(+/- 0.8 ),2.1,(+/- 0.5 ),2.1,(+/- 0.6 ),6.6,(+/- 1.1 ),9.7,(+/- 1.3 ),16.7,(+/- 1.8 ),8.6,(+/- 1.6 ),8.8,(+/- 1.3 ),9.6,(+/- 1.2 ),7.7,(+/- 1.2 ),2.6,(+/- 0.7 ),16.1,(+/- 3.1 ),9.3,(+/- 1.4 ),19.7,(+/- 2.6 ),4.9,(+/- 1.2 ),6.0,(+/- 1.1 ),4.6,(+/- 1.0 ),4.6,(+/- 0.9 ),2.1,(+/- 0.7 ),4.4,(+/- 0.8 ),4.6,(+/- 0.9 ),4.6,(+/- 0.8 ),3.7,(+/- 0.7 ),4.2,(+/- 0.9 ),6.2,(+/- 1.2 ),2.5,(+/- 0.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,4.1,(+/- 1.9 ),4.3,(+/- 1.6 ),2.5,(+/- 0.8 ),2.6,(+/- 1.0 ),7.6,(+/- 1.7 ),11.6,(+/- 2.0 ),21.3,(+/- 2.8 ),10.0,(+/- 2.4 ),12.8,(+/- 2.5 ),13.8,(+/- 2.1 ),10.9,(+/- 2.3 ),2.2,(+/- 0.8 ),22.7,(+/- 4.9 ),11.9,(+/- 2.2 ),24.4,(+/- 4.3 ),6.2,(+/- 2.0 ),9.8,(+/- 2.0 ),6.4,(+/- 1.6 ),6.8,(+/- 2.1 ),3.0,(+/- 1.6 ),7.2,(+/- 1.9 ),6.5,(+/- 1.8 ),8.3,(+/- 1.9 ),4.1,(+/- 1.1 ),6.2,(+/- 2.0 ),11.1,(+/- 2.7 ),3.3,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,0.3,(+/- 0.4 ),3.6,(+/- 2.9 ),1.4,(+/- 1.4 ),0.6,(+/- 1.1 ),8.0,(+/- 3.9 ),6.2,(+/- 3.0 ),14.3,(+/- 5.0 ),3.9,(+/- 3.3 ),4.8,(+/- 2.8 ),8.9,(+/- 2.7 ),8.6,(+/- 4.1 ),0.4,(+/- 0.5 ),15.3,(+/- 8.4 ),8.4,(+/- 4.4 ),21.1,(+/- 11.0 ),1.6,(+/- 1.9 ),8.4,(+/- 5.0 ),10.5,(+/- 5.3 ),2.7,(+/- 2.2 ),2.9,(+/- 1.6 ),6.9,(+/- 3.8 ),3.8,(+/- 3.0 ),5.7,(+/- 5.0 ),2.4,(+/- 2.1 ),5.8,(+/- 4.5 ),12.6,(+/- 7.2 ),1.7,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",18.5,(+/- 5.1 ),14.7,(+/- 3.9 ),12.5,(+/- 4.2 ),15.9,(+/- 3.1 ),17.2,(+/- 2.3 ),18.0,(+/- 3.6 ),30.7,(+/- 3.8 ),26.1,(+/- 2.9 ),21.2,(+/- 2.7 ),28.6,(+/- 5.3 ),24.0,(+/- 4.0 ),16.0,(+/- 4.4 ),34.0,(+/- 3.6 ),19.4,(+/- 3.1 ),44.1,(+/- 2.8 ),20.9,(+/- 3.8 ),16.9,(+/- 4.0 ),18.3,(+/- 3.6 ),25.4,(+/- 4.0 ),22.1,(+/- 3.4 ),26.7,(+/- 3.5 ),30.3,(+/- 4.8 ),30.3,(+/- 4.1 ),29.6,(+/- 4.1 ),30.0,(+/- 3.6 ),26.8,(+/- 3.4 ),20.5,(+/- 4.0 )
